Paranormal Activity 2,Seth Ginsberg
Shanghai Noon,Roger Yuan
Littleman,Tracy Morgan
The Believer,Joel Marsh Garland
How to Be Single,Anders Holm
Charlie St. Cloud,Donal Logue
Double Take,Sterling Macer Jr.
Win a Date with Tad Hamilton!,Sean Hayes
Silent Trigger,Emma Stevens
Mortal Kombat,Bridgette Wilson-Sampras
The Hunger Games,Liam Hemsworth
Fled,Robert Hooks
Barry Lyndon,"Patrick Magee,Steven Berkoff"
Go,Nathan Bexton
Species,Marg Helgenberger
I Still Know What You Did Last Summer,Muse Watson
We Own the Night,Oleg Taktarov
Envy,Christopher Walken
Blue Ruin,Eve Plumb
Lights Out,Maria Bello
Dredd,"Porteus Xandau,Jason Cope"
Agent Cody Banks,Cynthia Stevenson
Baby Boy,Candy Ann Brown
Gigli,Robert Silver
Apocalypto,Morris Birdyellowhead
Dead Man on Campus,Randy Pearlstein
Edge of Darkness,Shawn Roberts
The Princess and the Frog,Jennifer Cody
Grindhouse,"Vanessa Ferlito,Sydney Tamiia Poitier"
Detention of the Dead,Justin Chon
Tycoon,James Gleason
The 33,Lou Diamond Phillips
Don't Say a Word,Guy Torry
Dr. Dolittle 2,"Kyla Pratt,Lil' Zane"
The Reaping,Stephen Rea
Safe,Anson Mount
Days of Thunder,Cary Elwes
Annabelle,Kerry O'Malley
Waiting for Guffman,Don Lake
The Shawshank Redemption,Clancy Brown
The Hunger Games: Catching Fire,Sandra Ellis Lafferty
Sunshine State,Eliot Asinof
Jurassic Park,Bob Peck
Pocahontas,John Kassir
Bottle Rocket,Haley Miller
Like Mike,Jesse Plemons
The Twilight Saga: New Moon,Anna Kendrick
Going the Distance,Christina Applegate
Down to Earth,Frankie Faison
The Full Monty,"Steve Huison,Tom Wilkinson"
Arachnophobia,Stuart Pankin
Taken 2,Jon Gries
Mamma Mia!,"Nancy Baldwin,Colin Firth"
The Ugly Truth,Nick Searcy
The Perfect Storm,William Fichtner
Someone Like You...,Ellen Barkin
Tom Jones,Joan Greenwood
Monster's Ball,Amber Rules
Dark Water,Pete Postlethwaite
Conan the Barbarian,"Sandahl Bergman,Ben Davidson"
Lara Croft Tomb Raider: The Cradle of Life,"Chris Barrie,Noah Taylor"
Nerve,Juliette Lewis
Man on Fire,Marc Anthony
The Ant Bully,Zach Tyler
The Artist,"James Cromwell,Penelope Ann Miller"
Der Untergang,"Corinna Harfouch,Ulrich Matthes"
102 Dalmatians,"Alice Evans,Tim McInnerny"
The Fighter,Mickey O'Keefe
Pandorum,Cung Le
Cruel Intentions,Louise Fletcher
Valentine,Jessica Cauffiel
About Time,Lindsay Duncan
Close Encounters of the Third Kind,"Melinda Dillon,Bob Balaban"
The Longest Ride,Oona Chaplin
Scarface,Robert Loggia
Witness,Jan Rubes
The Counselor,Megan Skord
Made in Dagenham,Nicola Duffett
Grave Encounters,Juan Riedinger
Marley,Cedella Marley
Edge of Tomorrow,Jonas Armstrong
Body of Lies,Oscar Isaac
Primary Colors,Adrian Lester
Tomorrow Never Dies,Ricky Jay
Cloud Atlas,Jim Sturgess
A Very Harold & Kumar 3D Christmas,Inga R. Wilson
A Christmas Carol,Amber Gainey Meade
The Immigrant,Jicky Schnee
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Charlie
Igby Goes Down,Amanda Peet
Safe House,Sam Shepard
Unleashed,Vincent Regan
Old Joy,Keri Moran
The Sorcerer's Apprentice,Toby Kebbell
Summer of Sam,Michael Rispoli
Caddyshack,Bill Murray
Drillbit Taylor,Casey Boersma
Defendor,Kat Dennings
My Girl,Richard Masur
A Farewell to Arms,Jack La Rue
The Other Side of Heaven,Miriama Smith
Finding Neverland,Dustin Hoffman
Sex Tape,Rob Lowe
Jane Got a Gun,Boyd Holbrook
Forgetting Sarah Marshall,Bill Hader
Le nom des gens,Jacques Boudet
Big Momma's House,Terrence Howard
Fiddler on the Roof,Paul Mann
Harriet the Spy,J. Smith-Cameron
The Thin Red Line,Ben Chaplin
Pearl Harbor,Greg Zola
The Chumscrubber,Thomas Curtis
One Missed Call,"Ray Wise,Azura Skye"
Rocky,Burgess Meredith
Ratatouille,Peter Sohn
Sinister,Michael Hall D'Addario
Nirgendwo in Afrika,"Matthias Habich,Lea Kurka"
The Thing,Keith David
Over Her Dead Body,Lindsay Sloane
Hall Pass,Nicky Whelan
Chinjeolhan geumjassi,Tony Barry
Femme Fatale,Edouard Montoute
The Best Little Whorehouse in Texas,Jim Nabors
Phenomenon,Jeffrey DeMunn
Mirrors,Amy Smart
Radio Days,Helen Miller
Escape Plan,Amy Ryan
Dirty Pretty Things,"Sophie Okonedo,Benedict Wong"
Ruby in Paradise,Dorothy Lyman
Who's Your Caddy?,Finesse Mitchell
Northfork,Duel Farnes
Ride with the Devil,Glenn Q. Pierce
Catch Me If You Can,Nathalie Baye
Brooklyn Rules,Alec Baldwin
North Country,Sean Bean
Inherent Vice,Taylor Bonin
The Kentucky Fried Movie,Dulcie Jordan
The Ghost and the Darkness,Bernard Hill
One Direction: This Is Us,Louis Tomlinson
Amistad,Matthew McConaughey
Mirror Mirror,Jordan Prentice
Mi America,Angel Valle Jr.
47 Ronin,Min Tanaka
A Night at the Roxbury,Paulette Braxton
Indiana Jones and the Kingdom of the Crystal Skull,Ray Winstone
The Innkeepers,Kelly McGillis
No Reservations,Jenny Wade
Highway,Saharsh Kumar Shukla
Per un pugno di dollari,"Wolfgang Lukschy,Sieghardt Rupp"
Happy Gilmore,Allen Covert
Monster,Annie Corley
The Doors,Kevin Dillon
Over the Hedge,William Shatner
Frost/Nixon,Matthew Macfadyen
The Grand Budapest Hotel,Willem Dafoe
The Golden Child,Victor Wong
Virtuosity,William Forsythe
Dark Shadows,Jackie Earle Haley
The Last Time I Committed Suicide,Claire Forlani
The Infiltrator,Niall Hayes
Shanghai Knights,Aidan Gillen
I Want Your Money,Lee Edwards
Hollywood Ending,"Gregg Edelman,George Hamilton"
Drive,Oscar Isaac
You Again,Victor Garber
Boogie Nights,"Rico Bueno,John C. Reilly"
The Great Debaters,Jermaine Williams
Get Hard,Edwina Findley Dickerson
The Pallbearer,Carol Kane
Monty Python and the Holy Grail,Terry Jones
Silent Movie,Harold Gould
The Cell,Gerry Becker
Transformers: Revenge of the Fallen,John Turturro
Antiviral,Nenna Abuwa
Barbershop,Eve
The Best Years of Our Lives,Virginia Mayo
The Water Diviner,Jai Courtney
The Great Train Robbery,Walter Cameron
Red Sonja,Ernie Reyes Jr.
The Hebrew Hammer,Peter Coyote
That Awkward Moment,Mackenzie Davis
Knight and Day,"Peter Sarsgaard,Viola Davis"
Jason X,Markus Parilo
Zwartboek,Waldemar Kobus
Alien: Resurrection,Gary Dourdan
The Devil's Double,"Raad Rawi,Philip Quast"
All the Pretty Horses,"Angelina Torres,J.D. Young"
Cool Runnings,John Candy
Tango,Carlos Rivarola
The Cold Light of Day,"Sigourney Weaver,Joseph Mawle"
Dungeons & Dragons,Robert Miano
Smokin' Aces,Wayne Newton
Half Past Dead,Tony Plana
Timecop,Gloria Reuben
"Lovely, Still",Har Mar Superstar
Auto Focus,Ron Leibman
Enemy at the Gates,Bob Hoskins
The Horse Boy,Temple Grandin
Metropolis,"Fritz Rasp,Theodor Loos"
Tian mai zhuan qi,Brandon Chang
Platoon,Francesco Quinn
Lilo & Stitch,Kevin McDonald
Aloft,"Oona Chaplin,Ian Tracey"
Strange Wilderness,Ashley Scott
Burn,Dennis Hunter
The Theory of Everything,Finlay Wright-Stephens
The Life Aquatic with Steve Zissou,Willem Dafoe
J. Edgar,Kaitlyn Dever
Bolt,Malcolm McDowell
The Singing Detective,Katie Holmes
Stop-Loss,Victor Rasuk
War Horse,David Thewlis
Harvard Man,Rebecca Gayheart
Robots,Jim Broadbent
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"Clive Toye,Shep Messing"
In Cold Blood,Gerald S. O'Loughlin
Xin hai ge ming,Joan Chen
Airplane!,Robert Hays
Erin Brockovich,Valente Rodriguez
The Rocker,Emma Stone
Flawless,Shaughan Seymour
Alice in Wonderland,"Anne Hathaway,Crispin Glover"
My Super Ex-Girlfriend,Eddie Izzard
Whip It,Ellen Page
Cyrus,Matt Walsh
Blue Like Jazz,Eric Lange
Men in Black,Rip Torn
Glengarry Glen Ross,Ed Harris
Parker,Clifton Collins Jr.
Red Sky,Jacob Vargas
The Fast and the Furious: Tokyo Drift,Brandon Brendel
Battleship,"Brooklyn Decker,Tadanobu Asano"
The Croods,Cloris Leachman
The Boys from Brazil,Uta Hagen
Mr 3000,Ian Anthony Dale
Toy Story,Wallace Shawn
"Paris, je t'aime","Melchior Derouet,Juliette Binoche"
Donkey Punch,Julian Morris
Suspect Zero,Kevin Chamberlin
Diary of a Mad Black Woman,Lisa Marcos
Mulholland Dr.,Randall Wulff
Monster House,Fred Willard
The Killer Inside Me,Elias Koteas
Quo Vadis,Patricia Laffan
Up in the Air,Amy Morton
RoboCop,"Ronny Cox,Kurtwood Smith"
Fiza,Asha Sachdev
Monte Carlo,Andie MacDowell
A Christmas Story,Jean Shepherd
The Green Mile,James Cromwell
Thir13en Ghosts,Alec Roberts
Gravity,Phaldut Sharma
The Truman Show,Holland Taylor
PCU,"Megan Ward,Jon Favreau"
The Barbarians,Virginia Bryant
Meet Joe Black,Marcia Gay Harden
Shadow of the Vampire,Catherine McCormack
Just Like Heaven,Ben Shenkman
Alone with Her,"Jonathon Trent,Alex Boling"
Nothing to Lose,Kelly Preston
Rambo III,"Marc de Jonge,Kurtwood Smith"
The Beastmaster,Joshua Milrad
Ride Along,Tika Sumpter
The Pirates! In an Adventure with Scientists!,Jeremy Piven
8 Mile,Evan Jones
Thr3e,Bill Moseley
Austin Powers: The Spy Who Shagged Me,Rob Lowe
Red Dragon,Emily Watson
Mandela: Long Walk to Freedom,Zolani Mkiva
The House of Mirth,Anthony LaPaglia
Deconstructing Harry,Joel Leffert
Divergent,Ray Stevenson
Open Season,Billy Connolly
Down in the Valley,Bruce Dern
Sydney White,Jeremy Howard
Saw V,Julie Benz
To Save a Life,D. David Morin
The Last Samurai,Ray Godshall Sr.
Batman v Superman: Dawn of Justice,Diane Lane
Space Cowboys,James Cromwell
American Wedding,Thomas Ian Nicholas
Sherrybaby,"Anna Simpson,Giancarlo Esposito"
Boogeyman,Andrew Glover
And So It Goes,Austin Lysy
Serendipity,Eugene Levy
"War, Inc.",Dan Aykroyd
Bringing Down the House,Jean Smart
The Andromeda Strain,Paula Kelly
Spider-Man 2,Rosemary Harris
Spider-Man 3,"Thomas Haden Church,Topher Grace"
UHF,David Bowe
Things We Lost in the Fire,Micah Berry
Ocean's Twelve,Julia Roberts
Eragon,John Malkovich
Apollo 18,Andrew Airlie
Nothing But a Man,Martin Priest
Freakonomics,Bill Gates
Daylight,Jay O. Sanders
Take Shelter,Katy Mixon
Poltergeist,"Dominique Dunne,Oliver Robins"
Snowpiercer,Tilda Swinton
The First Wives Club,Sarah Jessica Parker
The Kite Runner,Zekeria Ebrahimi
Eight Below,Gerard Plunkett
Tian jiang xiong shi,Peng Lin
White Fang,James Remar
Kissing Jessica Stein,Ben Feldman
Cinderella Man,"Craig Bierko,Paddy Considine"
Bad Teacher,Phyllis Smith
Waiting...,"Justin Long,David Koechner"
Admission,Maggie Keenan-Bolger
Slacker,Stephan Hockey
Small Time Crooks,Tony Darrow
It Happened One Night,Jameson Thomas
Atlantis: The Lost Empire,John Mahoney
Creepshow,"Leslie Nielsen,Carrie Nye"
Stealth,Richard Roxburgh
Leatherheads,George Clooney
Law Abiding Citizen,Leslie Bibb
Atonement,James McAvoy
Case 39,"Bradley Cooper,Callum Keith Rennie"
The Pirates Who Don't Do Anything: A VeggieTales Movie,Yuri Lowenthal
Limbo,"Vanessa Martinez,Kris Kristofferson"
Ghosts of Mars,Pam Grier
Samsara,Marcos Luna
Australia,Jamal Sydney Bednarz
Pirates of the Caribbean: At World's End,Jack Davenport
Man on the Moon,Leslie Lyles
Gossip,Eric Bogosian
Hostage,Ben Foster
Hoffa,John C. Reilly
The Phantom of the Opera,Minnie Driver
Legion,Charles S. Dutton
Ultraviolet,Ida Martin
Tammy,Dan Aykroyd
Repo Man,Sy Richardson
Blue Streak,Nicole Ari Parker
America's Sweethearts,Hank Azaria
Shaft,Busta Rhymes
The Emperor's New Groove,Wendie Malick
George of the Jungle,Greg Cruttwell
Kung Fu Panda 3,J.K. Simmons
Jab Tak Hai Jaan,Rishi Kapoor
Don't Be Afraid of the Dark,Carolyn Shakespeare-Allen
The Son of No One,Katie Holmes
Fatal Attraction,Stuart Pankin
Evil Dead II,Ted Raimi
Battle of the Year,Chris Brown
ParaNorman,Christopher Mintz-Plasse
An Everlasting Piece,"Pauline McLynn,Ruth McCabe"
Mission: Impossible II,Richard Roxburgh
The Musketeer,Justin Chambers
Stuart Little 2,Anna Hoelck
Top Five,Romany Malco
People I Know,"Ryan O'Neal,Richard Schiff"
Coach Carter,Nana Gbewonyo
Hudson Hawk,Richard E. Grant
Margin Call,Penn Badgley
Out of Africa,Malick Bowens
The Incredibly True Adventure of Two Girls in Love,Toby Poser
The Lizzie McGuire Movie,Jake Thomas
Snow Flower and the Secret Fan,Coco Chiang
Jackie Brown,Michael Keaton
Betty Fisher et autres histoires,Edouard Baer
Death to Smoochy,Jon Stewart
Philomena,Barbara Jefford
The Patriot,Chris Cooper
Happy Feet Two,"Jeffrey Garcia,Johnny A. Sanchez"
The Runaways,Scout Taylor-Compton
The Juror,James Gandolfini
After Earth,"Sophie Okonedo,Glenn Morshower"
The Whole Ten Yards,Natasha Henstridge
Loving Annabelle,Gustine Fudickar
Festen,Birthe Neumann
Oliver!,Mark Lester
A Perfect Getaway,Marley Shelton
Never Again,Sandy Duncan
Subway,Jean-Hugues Anglade
Four Brothers,"Garrett Hedlund,Terrence Howard"
The Piano,Kerry Walker
Johnny English Reborn,Eleanor Wyld
Dirty Work,Don Rickles
Tusk,Johnny Depp
Robin Hood,Mark Strong
Show Boat,Marge Champion
Crooklyn,Carlton Williams
Duel in the Sun,Herbert Marshall
My Date with Drew,Bill D'Elia
Faith Connections,Shriman Umeshanad Brahmachari
Blonde Ambition,Andy Dick
The Amityville Horror,"Jesse James,Jimmy Bennett"
The Yellow Handkerchief,Kaori Momoi
Munich,"Mathieu Kassovitz,Hanns Zischler"
Why Did I Get Married Too?,Malik Yoba
2 Fast 2 Furious,Ludacris
Prometheus,Guy Pearce
One Day,Tim Key
Buffalo Soldiers,Elizabeth McGovern
The Incredible Burt Wonderstone,James Gandolfini
Inside Llewyn Davis,Robin Bartlett
Eternal Sunshine of the Spotless Mind,Thomas Jay Ryan
Letters to Juliet,"Giordano Formenti,Paolo Arvedi"
The Long Riders,Stacy Keach
The Mighty Macs,Katie Hayek
Free State of Jones,Christopher Berry
Take the Lead,John Ortiz
The Hunger Games: Mockingjay - Part 1,Donald Sutherland
The Hunger Games: Mockingjay - Part 2,Donald Sutherland
The City of Your Final Destination,"Omar Metwally,Alexandra Maria Lara"
Dinosaur,Hayden Panettiere
I Love You Phillip Morris,Antoni Corone
"Big Mommas: Like Father, Like Son",Portia Doubleday
The Limey,"Barry Newman,Joe Dallesandro"
Why Did I Get Married?,Jill Scott
The Proposition,Guy Pearce
Fantastic Four,"Michael Chiklis,Julian McMahon"
Trolljegeren,"Tomas Alf Larsen,Urmila Berg-Domaas"
The Devil's Rejects,Ken Foree
Fury,"Logan Lerman,Jon Bernthal"
Blended,Wendi McLendon-Covey
Hung fan kui,"Bill Tung,Marc Akerstream"
X-Men: Days of Future Past,Halle Berry
Hard Candy,G.J. Echternkamp
Vertical Limit,Temuera Morrison
Night at the Museum,Bill Cobbs
Radio,Brent Sexton
The Queen,Sylvia Syms
Captain America: The Winter Soldier,Sebastian Stan
The Wild Bunch,Warren Oates
Adam Resurrected,Hana Laslo
The Majestic,Laurie Holden
The Unborn,"Meagan Good,Idris Elba"
The Hoax,James Biberi
Step Up 3D,Keith Stallworth
Charlie and the Chocolate Factory,Noah Taylor
Arnolds Park,Nancy Crocker
Stonewall,Matt Craven
Abandon,Fred Ward
Les visiteurs,"Marie-Anne Chazel,Christian Bujeau"
Metegol,Horacio Fontova
Herbie Fully Loaded,Justin Long
Taegukgi hwinalrimyeo,Yeong-ran Lee
Brigham City,Jongiorgi Enos
The Possession,"Madison Davenport,Matisyahu"
Anna and the King,Syed Alwi
The Da Vinci Code,Paul Bettany
The Sisterhood of the Traveling Pants,Jenna Boyd
Freeheld,Luke Grimes
The Relic,Clayton Rohner
Darling Lili,Michael Witney
Get on Up,Lennie James
Jeepers Creepers,Brandon Smith
Cadillac Records,Eric Bogosian
Inside Deep Throat,Erica Jong
One True Thing,"Tom Everett Scott,Lauren Graham"
The Spanish Prisoner,Ricky Jay
Dark City,Richard O'Brien
Bon voyage,Yvan Attal
"Legally Blonde 2: Red, White & Blonde",Bruce McGill
Brighton Rock,Phil Davis
Any Given Sunday,Jamie Foxx
World War Z,Ludi Boeken
Factory Girl,Jack Huston
Alive,John Newton
Gandhi,Trevor Howard
The Rules of Attraction,Kate Bosworth
A Walk Among the Tombstones,Hans Marrero
Scream,Carla Hatley
Jonah: A VeggieTales Movie,Dan Anderson
De-Lovely,Sandra Nelson
The 5th Quarter,Andrea Powell
I'm Not There.,Marcus Carl Franklin
Stormbreaker,Ewan McGregor
Step Brothers,Adam Scott
Lucky You,Joey Kern
Ghosts of Mississippi,Susanna Thompson
Manderlay,Willem Dafoe
Enchanted,Idina Menzel
Pollock,Sada Thompson
Warcraft,Toby Kebbell
Open Range,Michael Jeter
Survival of the Dead,Eric Woolfe
Sausage Party,Ian James Corlett
Free Birds,Colm Meaney
Milk,James Franco
The Negotiator,John Spencer
Rat Race,Douglas Haase
Bridesmaids,Elaine Kao
Catch That Kid,Sam Robards
The Lost World: Jurassic Park,Richard Attenborough
Censored Voices,Amos Oz
Alvin and the Chipmunks,Justin Long
Trust the Man,Liam Broggy
American Pie,Shannon Elizabeth
Escape from Alcatraz,Fred Ward
Moonraker,"Michael Lonsdale,Richard Kiel"
Happily N'Ever After,Lisa Kaplan
Napoleon Dynamite,Diedrich Bader
xXx: State of the Union,Xzibit
Joy,"Bradley Cooper,Diane Ladd"
The Hunting Party,Sanela Seferagic
How Do You Know,Kathryn Hahn
The Host,"Jhil McEntyre,Jalen Coleman"
Peaceful Warrior,Ashton Holmes
Ghostbusters,"Harold Ramis,Rick Moranis"
Red Tails,Tristan Mack Wilds
Super Size Me,Amelia Giancarlo
Stone,Enver Gjokaj
The Maze Runner,Thomas Brodie-Sangster
The Tourist,"Timothy Dalton,Steven Berkoff"
The Secret Life of Pets,Ellie Kemper
The Singles Ward,Michael Birkeland
The Social Network,Joseph Mazzello
How to Deal,Dylan Baker
Bullets Over Broadway,Mary-Louise Parker
Darkness Falls,Sullivan Stapleton
The Jackal,Mathilda May
Legend of the Guardians: The Owls of Ga'Hoole,Joel Edgerton
The Producers,"William Hickey,Barney Martin"
Fright Night,Imogen Poots
Project Almanac,Virginia Gardner
Clueless,Donald Faison
Independence Day: Resurgence,Maika Monroe
Benji,Frances Bavier
Mother and Child,Samuel L. Jackson
Sherlock Holmes: A Game of Shadows,Jared Harris
Whiplash,Austin Stowell
The Ghastly Love of Johnny X,Les Williams
Unsullied,Nicole Paris Williams
Tombstone,Powers Boothe
The Dilemma,Channing Tatum
Jason Bourne,Julia Stiles
Puss in Boots,Amy Sedaris
The Verdict,Milo O'Shea
The Last Emperor,Victor Wong
Flicka,Danny Pino
La guerre du feu,Gary Schwartz
AVPR: Aliens vs Predator - Requiem,Ariel Gade
Virgin Territory,Simone Spinazze
Whatever It Takes,Aaron Paul
Cavite,Quynn Ton
Lion of the Desert,Rod Steiger
The Great Gatsby,"Steve Bisley,Richard Carter"
Josie and the Pussycats,Paulo Costanzo
Baby Mama,Romany Malco
Run All Night,Bruce McGill
Firestarter,Martin Sheen
Blood and Wine,Michael Caine
Pulp Fiction,Samuel L. Jackson
Thirteen Days,Caitlin Wachs
Transformers,Rachael Taylor
The Midnight Meat Train,Roger Bart
Madagascar: Escape 2 Africa,Sacha Baron Cohen
A Mighty Heart,Mushtaq Khan
What a Girl Wants,Anna Chancellor
Swordfish,Sam Shepard
Solomon and Sheba,David Farrar
Young Frankenstein,Cloris Leachman
The Importance of Being Earnest,Judi Dench
Primer,Carrie Crawford
Red Dawn,Isabel Lucas
Kingdom of the Spiders,David McLean
Abduction,Steve Blass
Another Earth,Meggan Lennon
This Is England,Vicky McClure
Code Name: The Cleaner,Callum Keith Rennie
The Jungle Book 2,Bob Joles
Mean Creek,Josh Peck
Tales from the Hood,Wings Hauser
Mongol,Baasanjav Mijid
Ta Ra Rum Pum,Angelina Idnani
Date Movie,Meera Simhan
Miracle,Kenneth Welsh
Shutter,Titikarn Tongprasearth
"O Brother, Where Art Thou?",Holly Hunter
The Tale of Despereaux,Kevin Kline
You Only Live Twice,"Mie Hama,Teru Shimada"
The Purge,Edwin Hodge
Bend It Like Beckham,Archie Panjabi
Mean Streets,Richard Romanus
The Happening,Betty Buckley
Harley Davidson and the Marlboro Man,Giancarlo Esposito
The Change-Up,Alan Arkin
Spawn,Nicol Williamson
The Animal,Michael Caton
The Nativity Story,"Hiam Abbass,Shaun Toub"
Starsky & Hutch,Vince Vaughn
Batman Begins,Gary Oldman
Along the Roadside,Lazar Ristovski
Adoration,Ben Mendelsohn
Liar Liar,Anne Haney
I Want Someone to Eat Cheese With,Rose Abdoo
The Specials,Thomas Haden Church
Shrek the Third,Julie Andrews
The Way Way Back,Sam Rockwell
The Adventures of Pluto Nash,Jay Mohr
New in Town,"J.K. Simmons,Mike O'Brien"
The Last Airbender,Shaun Toub
Infamous,Isabella Rossellini
Loin des hommes,Nicolas Giraud
The Sound of Music,Peggy Wood
Tim and Eric's Billion Dollar Movie,Bob Ross
The Art of War,Cary-Hiroyuki Tagawa
Away We Go,Jeff Daniels
Welcome to Mooseport,Christine Baranski
Beyond the Mat,Darren Drozdov
Raymond Did It,Trent Harr
St. Vincent,Terrence Howard
Beasts of the Southern Wild,"Lowell Landes,Pamela Harper"
Black Swan,Winona Ryder
Righteous Kill,John Leguizamo
Superbad,Seth Rogen
The Five-Year Engagement,Lauren Weedman
Lords of Dogtown,Julio Oscar Mechoso
2 Guns,Bill Paxton
Drumline,GQ
A Most Violent Year,Christopher Abbott
Die Another Day,Rick Yune
Enough Said,Tracey Fairaway
Hotel Transylvania,Fran Drescher
Princess Ka'iulani,Will Patton
Home Alone,Roberts Blossom
S.W.A.T.,Josh Charles
Inescapable,Saad Siddiqui
Mystic Pizza,William R. Moses
Absolute Power,Scott Glenn
Yi dai zong shi,Hye-kyo Song
What to Expect When You're Expecting,Brooklyn Decker
Beyond the Valley of the Dolls,Michael Blodgett
The Story of Us,Casey Boersma
Turbulence,Rachel Ticotin
Bedazzled,Orlando Jones
Midnight Special,Jaeden Lieberher
Spirit: Stallion of the Cimarron,Jeff LeBeau
Rosewater,"Haluk Bilginer,Shohreh Aghdashloo"
The Lucky Ones,"Molly Hagan,Mark L. Young"
Sky Captain and the World of Tomorrow,Bai Ling
Hatchet,Mercedes McNab
Keanu,Darrell Britt-Gibson
Lions for Lambs,"Tom Cruise,Andrew Garfield"
Just Go with It,Brooklyn Decker
Tropic Thunder,Jay Baruchel
Assault on Precinct 13,Drea de Matteo
Mystic River,Marcia Gay Harden
Dawn of the Dead,"Mekhi Phifer,Ty Burrell"
Colombiana,"Amandla Stenberg,Michael Vartan"
Mickey Blue Eyes,James Fox
The Return of the Pink Panther,Peter Arne
The Butler,Mariah Carey
Sicko,Reggie Cervantes
That's My Boy,James Caan
Country Strong,Marshall Chapman
Street Fighter,Kylie Minogue
Brokedown Palace,Lou Diamond Phillips
Duplicity,Dan Daily
Texas Chainsaw 3D,Tania Raymonde
Serbuan maut,Pierre Gruno
Domino,"Delroy Lindo,Mo'Nique"
The Departed,Martin Sheen
Independence Day,Judd Hirsch
Everything Put Together,Courtney Watkins
The Beaver,Riley Thomas Stewart
Oz the Great and Powerful,"Michelle Williams,Zach Braff"
The Last Sin Eater,A.J. Buckley
Untraceable,Mary Beth Hurt
Soul Food,Mekhi Phifer
The Siege,Sami Bouajila
Deadpool,Stefan Kapicic
Muppets Most Wanted,Eric Jacobson
Trapeze,Thomas Gomez
The Grudge,KaDee Strickland
"You, Me and Dupree",Seth Rogen
The X Files: I Want to Believe,Xzibit
Over the Hill to the Poorhouse,Stephen Carr
The Peacemaker,Rene Medvesek
Adaptation.,Jay Tavare
An American Haunting,Matthew Marsh
The Smurfs 2,Jacob Tremblay
Driving Miss Daisy,Esther Rolle
Bad Moms,"Christina Applegate,Jada Pinkett Smith"
Vaalu,Brahmanandam
Certifiably Jonathan,Sarah Silverman
Hulk,Nick Nolte
Bowling for Columbine,Arthur A. Busch
Awake,Christopher McDonald
The Specialist,Eric Roberts
Remember Me,"Kevin P. McCarthy,Chris Cooper"
Sugar Hill,O.L. Duke
Varsity Blues,Scott Caan
Carnage,Elvis Polanski
Bran Nue Dae,Geoffrey Rush
Jimmy Neutron: Boy Genius,Bob Goen
The 40 Year Old Virgin,Seth Rogen
Star Wars: Episode II - Attack of the Clones,Samuel L. Jackson
Grace of Monaco,Parker Posey
Repo Men,Carice van Houten
Heist,"Sam Rockwell,Rebecca Pidgeon"
Monster-in-Law,Adam Scott
Underworld: Evolution,Bill Nighy
The Royal Tenenbaums,Luke Wilson
Body Double,Guy Boyd
The Color Purple,Willard E. Pugh
The To Do List,Sarah Steele
Little Nicky,Tommy 'Tiny' Lister
Kevin Hart: Let Me Explain,Dwayne L. Brown
Catwoman,Frances Conroy
The Ten,Ken Marino
Winnie,Aubrey Poo
W.,Jeffrey Wright
Young Guns,Dermot Mulroney
The Iceman,David Schwimmer
Jungle Shuffle,Michael McConnohie
Hairspray,James Marsden
When a Stranger Calls,Brian Geraghty
Shallow Hal,Rene Kirby
Wasabi,"Carole Bouquet,Yoshi Oida"
The Final Destination,Mykelti Williamson
The Girl with the Dragon Tattoo,"Christopher Plummer,Steven Berkoff"
And When Did You Last See Your Father?,Chris Middleton
The Lord of the Rings: The Return of the King,John Bach
Epic Movie,Faune Chambers Watkins
The Vow,Jessica McNamee
Held Up,Jake Busey
The Blair Witch Project,Jim King
The Bank Job,James Faulkner
Poetic Justice,"Khandi Alexander,Maya Angelou"
Screwed,Daniel Benzali
End of Days,CCH Pounder
Freddy vs. Jason,Kelly Rowland
Flight of the Phoenix,Tony Curran
Dragonslayer,Peter Eyre
Frenzy,Alec McCowen
Public Enemies,Stephen Graham
Letters from Iwo Jima,"Tsuyoshi Ihara,Ryo Kase"
Lo imposible,Oaklee Pendergast
Without Limits,Matthew Lillard
Saving Private Ryan,Adam Goldberg
Tau ming chong,Xiaodong Guo
The Prince of Tides,"Blythe Danner,Kate Nelligan"
Dodgeball: A True Underdog Story,"Rip Torn,Justin Long"
The Darkest Hour,Joel Kinnaman
Dear John,D.J. Cotrona
Escape from the Planet of the Apes,Eric Braeden
Saw VI,Shawnee Smith
Demonic,Scott Mechlowicz
A Civil Action,Zeljko Ivanek
The Nut Job,Stephen Lang
Green Zone,Matt Damon
Poltergeist III,Lara Flynn Boyle
Incendies,Maxim Gaudette
Shi mian mai fu,Hongfei Zhao
"Good Night, and Good Luck.",Dianne Reeves
Midnight Run,Dennis Farina
American Dreamz,Chris Klein
Halloween II,"Jeffrey Kramer,Lance Guest"
Bride Wars,"Chris Pratt,Steve Howey"
Redacted,Mike Figueroa
Spider,John Neville
Diary of a Wimpy Kid: Dog Days,Rachael Harris
Lolita,"Gary Cockrell,Jerry Stovin"
Transsiberian,Eduardo Noriega
Meet the Fockers,Blythe Danner
G-Force,Tyler Patrick Jones
The Omen,"Billie Whitelaw,Harvey Stephens"
