Superbabies: Baby Geniuses 2,Justin Chatwin
The Duchess,Hayley Atwell
Goodfellas,Paul Sorvino
The Love Guru,Rob Blake
Ransom,Delroy Lindo
The Mexican,Bob Balaban
Pacific Rim,Charlie Day
High School Musical 3: Senior Year,Corbin Bleu
Snow Day,Iggy Pop
The Smurfs,"Jayma Mays,Tim Gunn"
Saving Silverman,Amanda Detmer
Brown Sugar,Boris Kodjoe
Django Unchained,Samuel L. Jackson
Memento,Russ Fega
Owning Mahowny,Ian Tracey
Without a Paddle,Antony Starr
Imagine That,Stephen Rannazzisi
Veronika Decides to Die,Rena Owen
Turbo,Samuel L. Jackson
Bandidas,"Dwight Yoakam,Denis Arndt"
Burn After Reading,Tilda Swinton
Message in a Bottle,Illeana Douglas
Killing Them Softly,Richard Jenkins
Once Upon a Time in America,Burt Young
Never Say Never Again,Kim Basinger
Kit Kittredge: An American Girl,Wallace Shawn
Point Blank,Lloyd Bochner
Death at a Funeral,"Ewen Bremner,Daisy Donovan"
The Lost Skeleton of Cadavra,Jennifer Blaire
Identity,Alfred Molina
The Mist,Toby Jones
Quills,Billie Whitelaw
Autumn in New York,Vera Farmiga
A Passage to India,Alec Guinness
Superman II,Sarah Douglas
Doctor Dolittle,Richard Schiff
Legends of Oz: Dorothy's Return,Tacey Adams
Superman Returns,Parker Posey
The Boy in the Striped Pyjamas,"Henry Kingsmill,Vera Farmiga"
Transamerica,"Danny Burstein,Maurice Orozco"
A Single Man,Jon Kortajarena
The East,"Toby Kebbell,Shiloh Fernandez"
Deadfall,Patrick Kerton
The Misfits,Eli Wallach
Resident Evil: Retribution,Bingbing Li
Pitch Perfect 2,Skylar Astin
The Medallion,John Rhys-Davies
Los lunes al sol,Nieve de Medina
Interstellar,"Mackenzie Foy,John Lithgow"
Crossover,Little JJ
BloodRayne,Geraldine Chaplin
Little Miss Sunshine,Toni Collette
Lone Wolf McQuade,Robert Beltran
The Hole,Keira Knightley
The Fault in Our Stars,Sam Trammell
The Bridge of San Luis Rey,Robert De Niro
Timber Falls,Sascha Rosemann
Dick,Bruce McCulloch
The Brass Teapot,Alia Shawkat
My Cousin Vinny,Fred Gwynne
Failure to Launch,Bradley Cooper
Sparkle,Carmen Ejogo
A Simple Wish,Deborah Odell
Cape Fear,Joe Don Baker
Aquamarine,Arielle Kebbel
Miracles from Heaven,Courtney Fansler
The Broadway Melody,J. Emmett Beck
Corky Romano,Chris Penn
Big Eyes,Jason Schwartzman
Down to You,Zak Orth
Raise the Titanic,Alec Guinness
Glee: The 3D Concert Movie,Lea Michele
Mortal Kombat: Annihilation,Lynn 'Red' Williams
Bobby,Laurence Fishburne
The Devil Inside,Suzan Crowley
Need for Speed,Rami Malek
Machete,Michelle Rodriguez
Life as a House,Mary Steenburgen
The Chronicles of Narnia: The Voyage of the Dawn Treader,Gary Sweet
Dawn of the Crescent Moon,Shiree Nelson
Ella Enchanted,Joanna Lumley
Krrish,Puneet Issar
"Synecdoche, New York",Peter Friedman
Beat the World,Chase Armitage
The Boy,Diana Hardcastle
The Box,Holmes Osborne
Nighthawks,Nigel Davenport
Henry V,Brian Blessed
Bubble Boy,John Carroll Lynch
What Lies Beneath,Harrison Ford
How to Train Your Dragon,Jonah Hill
Star Trek: The Wrath of Khan,Walter Koenig
Renaissance Man,Lillo Brancato
El laberinto del fauno,Ariadna Gil
Deuce Bigalow: European Gigolo,"Til Schweiger,Douglas Sills"
Risen,"Peter Firth,Cliff Curtis"
xXx,Michael Roof
The Color of Money,John Turturro
Ted 2,Giovanni Ribisi
Slam,Beau Sia
In the Land of Women,Rob Reinis
Rent,Wilson Jermaine Heredia
Dragonball Evolution,James Marsters
The Dictator,Aasif Mandvi
The Painted Veil,Marie-Laure Descoureaux
The Family Stone,Craig T. Nelson
American Outlaws,Gregory Smith
Boyhood,Steven Chester Prince
The Broken Hearts Club: A Romantic Comedy,Nora Burns
Runaway Bride,Rita Wilson
Harry Potter and the Goblet of Fire,Emma Watson
Hide and Seek,Amy Irving
Hot Fuzz,Joe Cornish
"I Love You, Man",Jaime Pressly
Red Lights,Joely Richardson
Legends of the Fall,Henry Thomas
The Informers,Lou Taylor Pucci
The Roommate,Danneel Ackles
Sweet Home Alabama,Mary Kay Place
Practical Magic,Goran Visnjic
On the Road,Tom Sturridge
Her,Chris Pratt
The Man,Susie Essman
Pierrot le fou,Henri Attal
The Hudsucker Proxy,John Mahoney
Lone Survivor,Yousuf Azami
Spy Kids: All the Time in the World in 4D,Jeremy Piven
The Quick and the Dead,Tobin Bell
Margaret,Jean Reno
The Big Bounce,Gregory Sporleder
Crank,Dwight Yoakam
Speed Racer,Ariel Winter
Anonymous,David Thewlis
Rien ne va plus,Jackie Berroyer
Instinct,George Dzundza
In the Land of Blood and Honey,Nikola Djuricko
Land of the Lost,John Boylan
The Watch,"Richard Ayoade,Rosemarie DeWitt"
The Boynton Beach Bereavement Club,Sally Kellerman
The Perfect Man,Ben Feldman
Maniac,Liane Balaban
Winter Passing,Mandy Siegfried
Hoop Dreams,Sheila Agee
Saw IV,Lyriq Bent
Battlefield Earth,Sabine Karsenti
Random Hearts,Dennis Haysbert
Sea Rex 3D: Journey to a Prehistoric World,Tom Yang
Predators,Oleg Taktarov
The Other Dream Team,Mickey Hart
High Fidelity,Lisa Bonet
The Twilight Saga: Breaking Dawn - Part 2,"Peter Facinelli,Elizabeth Reaser"
Brave,Robbie Coltrane
Tron,"Bruce Boxleitner,James Frain"
Aliens in the Attic,Henri Young
The Work and the Glory II: American Zion,Brighton Hertford
You Kill Me,"Dennis Farina,Philip Baker Hall"
Spice World,Victoria Beckham
Grown Ups 2,Salma Hayek
The Right Stuff,Fred Ward
Duets,Amanda Kravat
Fun Size,Jane Levy
The 51st State,Meat Loaf
Troy,Jacob Smith
London,Kelli Garner
Valiant,Hugh Laurie
Misconduct,Malin Akerman
Memoirs of a Geisha,Elizabeth Sung
Star Trek IV: The Voyage Home,George Takei
Broken Vessels,James Hong
Final Destination,Daniel Roebuck
Prince of Persia: The Sands of Time,Steve Toussaint
Gerry,"Casey Affleck,Matt Damon"
Death Race,Natalie Martinez
Coco avant Chanel,"Marie Gillain,Emmanuelle Devos"
Bicentennial Man,Kiersten Warren
The Bridges of Madison County,Jim Haynie
Sin City,Cara D. Briggs
American Pie 2,Thomas Ian Nicholas
High Heels and Low Lifes,Danny Dyer
Family Plot,Ed Lauter
A Haunted House,Dave Sheridan
Capote,Bronwen Coleman
Des hommes et des dieux,Jacques Herlin
Kiss the Girls,Tony Goldwyn
Breakdown,Jack Noseworthy
Flight of the Intruder,Tom Sizemore
Vampire in Brooklyn,John Witherspoon
Ha-Buah,Zohar Liba
Saint Ralph,Chris Anton
Out of Time,John Billingsley
The Terminator,Lance Henriksen
Shadow Conspiracy,Ben Gazzara
My Summer of Love,Michelle Byrne
The Town,Blake Lively
Ghost Town,Brian Hutchison
The Women,Jada Pinkett Smith
For Your Consideration,Harry Shearer
The Basket,Jock MacDonald
Star Trek Beyond,Simon Pegg
The Corruptor,Jon Kit Lee
13 Hours,Dominic Fumusa
Play It to the Bone,Lucy Liu
My Own Private Idaho,Rodney Harvey
There Will Be Blood,Joseph Mussey
Whipped,Judah Domke
In Too Deep,Hill Harper
White Squall,Jeremy Sisto
The Good Dinosaur,Jack McGraw
Diary of a Wimpy Kid: Rodrick Rules,Steve Zahn
Danny Collins,Christopher Plummer
She's the Man,David Cross
Enter the Void,Masato Tanno
The Man with the Iron Fists,Dave Bautista
Back to the Future Part II,Elisabeth Shue
Alfie,"Jeff Harding,Marisa Tomei"
Boiler Room,Scott Caan
Our Brand Is Crisis,Ann Dowd
Johnny English,Douglas McFerran
Now You See Me,Dave Franco
This Is It,Michael Bearden
All Hat,Rachael Leigh Cook
Bloodsport,Forest Whitaker
Be Cool,"Vince Vaughn,Cedric the Entertainer"
Filly Brown,Lala Romero
The Deer Hunter,Meryl Streep
The Skulls,Christopher McDonald
Vicky Cristina Barcelona,Patricia Clarkson
Jakob the Liar,"Robin Williams,Hannah Taylor Gordon"
I Spit on Your Grave,Rodney Eastman
Monsters University,Peter Sohn
The Dukes of Hazzard,Michael Weston
Midnight in Paris,Michael Sheen
The Tooth Fairy,"Steve Bacic,Jianna Ballard"
De jurk,Frans Vorstman
Young Adult,Collette Wolfe
Mr. Bean's Holiday,Sharlit Deyzac
La marche de l'empereur,Amitabh Bachchan
Mar adentro,Celso Bugallo
Wing Commander,Matthew Lillard
Not Another Teen Movie,Mia Kirshner
Sleepover,Sara Paxton
Mortdecai,Olivia Munn
Shalako,Peter van Eyck
R100,Ai Tominaga
Wicker Park,"Diane Kruger,Christopher Cousins"
The Forest,Yasuo Tobishima
Equilibrium,John Keogh
The Prestige,Rebecca Hall
Mad Max: Fury Road,Josh Helman
Pink Narcissus,Charles Ludlam
Whatever Works,Clifford Lee Dickson
Resident Evil,"Anna Bolt,Joseph May"
Disaster Movie,Crista Flanagan
"Welcome Home, Roscoe Jenkins",Cedric the Entertainer
Brooklyn,Emma Lowe
No Strings Attached,Greta Gerwig
The Nutcracker in 3D,"Kriszta Dorogi,Elle Fanning"
True Lies,Tia Carrere
Get Smart,Terence Stamp
Windsor Drive,Maetrix Fitten
A Good Year,Archie Panjabi
Along Came a Spider,Mika Boorem
The Lost Weekend,Doris Dowling
Sphinx,Vic Tablian
Bachelorette,Isla Fisher
Jagten,"Annika Wedderkopp,Susse Wold"
Max Payne,Chris O'Donnell
Bowfinger,Jamie Kennedy
Big Miracle,Othniel 'Anaqulutuq' Oomittuk Jr.
Hoodwinked!,Anthony Anderson
The Simpsons Movie,Hank Azaria
Malcolm X,Delroy Lindo
Lucky Break,Lennie James
Apocalypse Now,Sam Bottoms
Road Hard,Windell Middlebrooks
The Hotel New Hampshire,Lisa Banes
Freedom Writers,April L. Hernandez
Superman IV: The Quest for Peace,Jon Cryer
Eddie,Paul Braunstein
Jian yu,Shawn Yue
The Expendables,Eric Roberts
The Ides of March,Evan Rachel Wood
The Bounty,Daniel Day-Lewis
Special,Jack Kehler
The Past is a Grotesque Animal,Nina Barnes
Blow,"Rachel Griffiths,Paul Reubens"
The Wendell Baker Story,Harry Dean Stanton
Secondhand Lions,Nicky Katt
Final Destination 2,James Kirk
Almost Famous,Patrick Fugit
Concussion,David Morse
Cinderella,"Helena Bonham Carter,Nonso Anozie"
Haakon Haakonsen,Louisa Milwood-Haigh
Robin Hood: Prince of Thieves,Alan Rickman
The Good Night,"Danny DeVito,Sonia Doubell"
Miss Congeniality 2: Armed and Fabulous,Ernie Hudson
Teenage Mutant Ninja Turtles,"Alan Ritchson,Noel Fisher"
Madea's Family Reunion,Lisa Arrindell
Warm Bodies,Dave Franco
Hop,Gary Cole
Iron Man Three,Rebecca Hall
Savages,Candra Docherty
Mad City,Robert Prosky
And Then Came Love,Shashi Balooja
The Pledge,Wendy Donaldson
Shorts,Devon Gearhart
Treasure Planet,Tony Jay
Dawn of the Planet of the Apes,Toby Kebbell
The Score,Gary Farmer
Step Up Revolution,Stephen Boss
Bright Star,Edie Martin
Clash of the Titans,"Jason Flemyng,Gemma Arterton"
Unstoppable,Kevin Dunn
The Sisterhood of Night,Kal Penn
Amadeus,Simon Callow
Simply Irresistible,Lawrence Gilliard Jr.
At First Sight,Bruce Davison
The Ballad of Gregorio Cortez,Brion James
Knock Off,Carman Lee
Lost in Space,Jack Johnson
Project X,Kirby Bliss Blanton
That Thing You Do!,Ethan Embry
The Velocity of Gary* *(Not His Real Name),Shawn Michael Howard
Chronicle,Ashley Grace
Two Weeks Notice,Robert Klein
Dracula Untold,Charles Dance
The Battle of Shaker Heights,Kathleen Quinlan
Down and Out with the Dolls,"Melody Moore,Coyote Shivers"
Anchorman 2: The Legend Continues,Christina Applegate
Exit Wounds,Michael Jai White
The Blue Lagoon,Elva Josephson
Small Soldiers,Gregory Smith
The Salon,Taral Hicks
Your Sister's Sister,Jason Dodson
Dream with the Fishes,Patrick McGaw
Kicking & Screaming,Musetta Vander
Les choristes,Marie Bunel
Casino Royale,"Judi Dench,Jeffrey Wright"
The Phantom,James Remar
Year One,Christopher Mintz-Plasse
Torque,John Doe
Little Children,Noah Emmerich
The Marine,Abigail Bianca
The Perfect Game,Gabriel Morales
Shutter Island,Michelle Williams
The Damned United,Oliver Stokes
The Hurricane,John Hannah
Black Rain,"Ken Takakura,Kate Capshaw"
Funny People,Jonah Hill
The Deep End of the Ocean,Cory Buck
Beverly Hills Cop III,Jimmy Ortega
Unknown,"Aidan Quinn,Bruno Ganz"
Superhero Movie,Kevin Hart
Resident Evil: Afterlife,Sergio Peris-Mencheta
Gone in Sixty Seconds,William Lee Scott
Moon,Adrienne Shaw
8: The Mormon Proposition,Kate Kendell
Hitman,Ulrich Thomsen
Stoker,Peg Allen
Outside Bet,Phil Davis
The Visit,Kathryn Hahn
Les invasions barbares,Marina Hands
Red Planet,Simon Baker
Sherlock Holmes,Eddie Marsan
Sorcerer,Ramon Bieri
Marmaduke,Steve Coogan
Renaissance,Catherine McCormack
Sideways,Marylouise Burke
Diary of a Wimpy Kid,Connor Fielding
Idle Hands,Vivica A. Fox
Gulliver's Travels,Billy Connolly
Rush Hour 3,Yvan Attal
Precious,"Mariah Carey,Sherri Shepherd"
American Hustle,Jennifer Lawrence
Heavenly Creatures,Clive Merrison
Cat on a Hot Tin Roof,Judith Anderson
There Be Dragons,"Dougray Scott,Rodrigo Santoro"
Leaving Las Vegas,Steven Weber
Ghost Ship,Isaiah Washington
The Wizard of Oz,Jack Haley
From Dusk Till Dawn,Ernest Liu
Hancock,Eddie Marsan
Two Girls and a Guy,Robert Downey Jr.
Back to the Future,Thomas F. Wilson
Did You Hear About the Morgans?,Jesse Liebman
The Work and the Glory,Tiffany Dupont
The Watcher,Chris Ellis
The World Is Not Enough,Robbie Coltrane
The Hobbit: The Battle of the Five Armies,Graham McTavish
The Dark Hours,Trevor Hayes
Foolish,Daphne Duplaix
Salt,August Diehl
Psycho Beach Party,Matt Keeslar
Dreamgirls,"Danny Glover,Jennifer Hudson"
Twin Falls Idaho,Patrick Bauchau
Krush Groove,Mark Morales
Noah,Emma Watson
Rescue Dawn,Pat Healy
Trekkies,Laurel Greenstein
Born on the Fourth of July,Jamie Talisman
The Sleepwalker,"Stephanie Ellis,Brady Corbet"
If I Stay,"Joshua Leonard,Liana Liberato"
Broken Arrow,Bob Gunton
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Tilda Swinton
The Hurt Locker,Ralph Fiennes
San Andreas,Archie Panjabi
Silver Linings Playbook,Chris Tucker
Yogi Bear,T.J. Miller
Return to Never Land,Kath Soucie
Heartbeeps,Melanie Mayron
All Is Lost,Robert Redford
Wag the Dog,Willie Nelson
First Blood,"Bill McKinney,Jack Starrett"
Watchmen,Jeffrey Dean Morgan
The Covenant,Chace Crawford
Annie Hall,Paul Simon
Lake Placid,Betty White
The Secret Life of Bees,Sophie Okonedo
Le peuple migrateur,"Philippe Labro,Jacques Perrin"
The Crocodile Hunter: Collision Course,Lachy Hulme
High Noon,Grace Kelly
Mercy Streets,Lawrence Taylor
Amigo,"Merlin Bonning,Hoffman Cheng"
The Four Feathers,James Cosmo
Winter's Tale,Brian Hutchison
Contagion,Matt Damon
True Romance,Gary Oldman
Human Traffic,Danny Dyer
Star Wars: Episode V - The Empire Strikes Back,Anthony Daniels
Chasing Mavericks,Leven Rambin
Godsend,Merwin Mondesir
Aqua Teen Hunger Force Colon Movie Film for Theaters,Mike Schatz
I Spy,Gary Cole
Beyond the Sea,Brenda Blethyn
Stuart Little,Nathan Lane
Dabba,Nakul Vaid
What Planet Are You From?,Ben Kingsley
Whale Rider,Grant Roa
This Is 40,Jason Segel
Something's Gotta Give,Amanda Peet
September Dawn,Franklin E. Levinson
Contact,William Fichtner
The Crew,Carrie-Anne Moss
The Interview,Diana Bang
The Children of Huang Shi,Guang Li
Paranormal Activity,Ashley Palmer
Flipped,John Mahoney
The Matrix Reloaded,Helmut Bakaitis
Indiana Jones and the Last Crusade,John Rhys-Davies
Green Lantern,Tim Robbins
Mr. Deeds,Peter Gallagher
Kung fu,Kwok-Kwan Chan
How to Lose Friends & Alienate People,Gillian Anderson
Starsuckers,Nick Davies
Queen of the Damned,Paul McGann
The End of the Affair,James Bolam
Goldfinger,"Shirley Eaton,Tania Mallet"
The Legend of the Lone Ranger,Juanin Clay
Nueve reinas,Gabo Correa
Killer Elite,Aden Young
The Odd Life of Timothy Green,Shohreh Aghdashloo
Devil,Bokeem Woodbine
Darkness,"Iain Glen,Giancarlo Giannini"
House of D,"Erykah Badu,David Duchovny"
The Cat in the Hat,Spencer Breslin
Mission: Impossible III,Michelle Monaghan
Delgo,Val Kilmer
Confidence,Louis Lombardi
Mission: Impossible - Rogue Nation,Ving Rhames
Hope Floats,"Gena Rowlands,Mae Whitman"
Eddie the Eagle,"Dickon Tolson,Jack Costello"
The Secret of Kells,Liam Hourican
Extremely Loud & Incredibly Close,Dennis Hearn
RED,Chris Owens
Warlock,Kevin O'Brien
Big Daddy,Dylan Sprouse
Crash,"Don Cheadle,Art Chudabala"
Pride and Glory,Jennifer Ehle
The Longshots,Dash Mihok
Batman Returns,Michael Gough
Mission: Impossible,"Henry Czerny,Jean Reno"
Brotherly Love,Macy Gray
The Wash,Don Magic Juan The Bishop
A Cinderella Story,Regina King
Despicable Me 2,Russell Brand
Jingle All the Way,Robert Conrad
Little Black Book,Julianne Nicholson
The House Bunny,Hugh M. Hefner
The Big Hit,Bokeem Woodbine
Minions,Steve Coogan
The Black Dahlia,Mia Kirshner
No Escape,Pierce Brosnan
Zack and Miri Make a Porno,Edward Janda
The In Crowd,Tess Harper
Me and Orson Welles,Simon Lee Phillips
Alone in the Dark,Matthew Walker
Argo,Victor Garber
Out Cold,Derek Hamilton
Tower Heist,Matthew Broderick
Dear Wendy,Novella Nelson
Serving Sara,Cedric the Entertainer
Spotlight,John Slattery
Freaky Friday,Chad Michael Murray
School Daze,Joe Seneca
Blade Runner,M. Emmet Walsh
Disclosure,Roma Maffia
The American President,Anna Deavere Smith
Cast Away,David Allen Brooks
Thunderbirds,Alex Barringer
City Island,Ezra Miller
Hamlet,"Brian Blessed,Kenneth Branagh"
Fireproof,Eric Young
The Rundown,Ewen Bremner
Bad Company,Kerry Washington
The Last Station,John Sessions
A Madea Christmas,JR Lemon
My Dog Skip,Bradley Coryell
Love in the Time of Cholera,Marcela Mar
My Sister's Keeper,Heather Wahlquist
The Kid,Albert Austin
Moulin Rouge!,Richard Roxburgh
Casa de Areia,"Ruy Guerra,Seu Jorge"
The Brothers Grimm,"Jeremy Robson,Matt Damon"
Bruce Almighty,Catherine Bell
Kung Fu Panda 2,Jackie Chan
Be Kind Rewind,Melonie Diaz
Siu Lam juk kau,Hui Li
Last Orders,Helen Mirren
House at the End of the Street,Eva Link
On Deadly Ground,R. Lee Ermey
Silent Hill,Kim Coates
Very Bad Things,Rob Brownstein
Across the Universe,"Dana Fuchs,Martin Luther"
Road to Perdition,Tom Hanks
Crossroads,"Taryn Manning,Dan Aykroyd"
King Kong,Colin Hanks
A Good Day to Die Hard,Yuliya Snigir
The Princess Bride,Wallace Shawn
They Live,Peter Jason
Tomcats,Jaime Pressly
Beer League,Jimmy Palumbo
The Fountain,Stephen McHattie
Clerks,Jason Mewes
London Has Fallen,Shivani Ghai
The Expendables 3,Mel Gibson
The Expendables 2,Chuck Norris
Sleepers,Minnie Driver
Perfume: The Story of a Murderer,"Gonzalo Cunill,Roger Salvany"
Live and Let Die,Julius Harris
Nebraska,Stacy Keach
Elysium,Diego Luna
The Mask,Richard Jeni
(500) Days of Summer,"Geoffrey Arend,Matthew Gray Gubler"
It Follows,Maika Monroe
West Side Story,George Chakiris
Pay It Forward,Jim Caviezel
Solaris,Ulrich Tukur
Casino Jack,Barry Pepper
Hotel for Dogs,Kyla Pratt
Black Christmas,Marian Waldman
Der Baader Meinhof Komplex,Stipe Erceg
Two Can Play That Game,Wendy Raquel Robinson
Observe and Report,"Anna Faris,Dan Bakkedahl"
My Bloody Valentine,Edi Gathegi
Signs,Cherry Jones
Maleficent,Imelda Staunton
On the Waterfront,Pat Henning
Last Action Hero,Frank McRae
Red State,Kaylee DeFer
Time to Choose,Mike Brune
JFK,Jodie Farber
Return to the Blue Lagoon,Garette Ratliff Henson
Copycat,Harry Connick Jr.
Playing for Keeps,Uma Thurman
Ghost Rider: Spirit of Vengeance,"Idris Elba,Johnny Whitworth"
Charlie's Angels: Full Throttle,Crispin Glover
The Last Legion,Kevin McKidd
Full Frontal,David Hyde Pierce
Immortals,Luke Evans
The Scorpion King,Bernard Hill
Star Trek Into Darkness,Simon Pegg
I Love Your Work,Joshua Jackson
Raising Cain,Gregg Henry
Wah-Wah,Miranda Richardson
The Best of Me,Gerald McRaney
Collateral,Peter Berg
Our Idiot Brother,Elizabeth Banks
21,"Aaron Yoo,Liza Lapira"
The Next Best Thing,Michael Vartan
Star Trek V: The Final Frontier,Walter Koenig
Georgia Rule,Cary Elwes
Enemy of the State,Regina King
The Dead Zone,Anthony Zerbe
The Man Who Shot Liberty Valance,Edmond O'Brien
The Master of Disguise,Brent Spiner
Party Monster,Marilyn Manson
Best in Show,Eugene Levy
Chappie,Jose Pablo Cantillo
Fifty Shades of Grey,Victor Rasuk
The Count of Monte Cristo,Dagmara Dominczyk
Insurgent,Theo James
Hugo,"Asa Butterfield,Ray Winstone"
From Here to Eternity,Frank Sinatra
For Love of the Game,Brian Cox
Metropolitan,Allison Parisi
Soul Plane,K.D. Aubert
The Wolf of Wall Street,Kyle Chandler
Star Trek: Nemesis,Michael Dorn
Banshee Chapter,Monique Candelaria
The Pirate,Reginald Owen
WarGames,Barry Corbin
Big Fat Liar,"Amanda Detmer,Donald Faison"
21 Grams,Claire Pakis
The 6th Day,Sarah Wynter
Chicken Little,Amy Sedaris
The Alamo,"Jason Patric,Patrick Wilson"
Eat Pray Love,Viola Davis
The Good Guy,Andrew McCarthy
Aliens,Lance Henriksen
Punisher: War Zone,Wayne Knight
The Guru,Dash Mihok
Soul Surfer,Kevin Sorbo
Bring It On,Clare Kramer
The Railway Man,"Michael MacKenzie,Nicole Kidman"
The Fan,Benicio Del Toro
Yoga Hosers,Ashley Greene
Ray,Harry Lennix
Horrible Bosses 2,Kevin Spacey
Wall Street,John C. McGinley
Escape from Planet Earth,Jessica Alba
About Schmidt,June Squibb
Tarnation,David Sanin Paz
Pooh's Heffalump Movie,Ken Sansom
Paparazzi,Tom Hollander
Mud,Sam Shepard
The Funeral,Vincent Gallo
Requiem for a Dream,Christopher McDonald
Changing Lanes,Sydney Pollack
Mean Girls,Amy Poehler
Rendition,Peter Sarsgaard
Criminal,"Tommy Lee Jones,Ryan Reynolds"
The Bridge on the River Kwai,James Donald
Seed of Chucky,Hannah Spearritt
The Hammer,Jonathan Hernandez
Tears of the Sun,Johnny Messner
The Insider,Philip Baker Hall
Foodfight!,Christopher Lloyd
Analyze That,Cathy Moriarty
Killing Zoe,Jean-Hugues Anglade
Mercury Rising,"Chi McBride,Kim Dickens"
Shrek 2,Antonio Banderas
Hanging Up,Adam Arkin
The Muppet Christmas Carol,Frank Oz
Still Alice,Alec Baldwin
Doom,Razaaq Adoti
Boom Town,Frank Morgan
The Grey,Joe Anderson
The X Files,Martin Landau
Insidious,Leigh Whannell
Sin City: A Dame to Kill For,Rosario Dawson
Million Dollar Arm,Aasif Mandvi
Silent House,Adam Barnett
The Last House on the Left,"Riki Lindhome,Aaron Paul"
Beowulf,Rod D. Harbour
Unaccompanied Minors,Brett Kelly
The Visual Bible: The Gospel of John,Stephen Russell
Krampus,Krista Stadler
The Bad Lieutenant: Port of Call - New Orleans,Fairuza Balk
Kansas City,Dermot Mulroney
It's Kind of a Funny Story,Karen Chilton
Bahubali: The Beginning,Sathyaraj
Nanny McPhee,Eliza Bennett
Nine,"Nicole Kidman,Marion Cotillard"
Despicable Me,Will Arnett
Jurassic World,Ty Simpkins
Flipper,Ann Carey
The Return of the Living Dead,"Thom Mathews,Beverly Randolph"
Trees Lounge,Anthony LaPaglia
Eraserhead,Judith Roberts
Black or White,Mpho Koaho
Star Trek: The Motion Picture,George Takei
C'era una volta il West,Gabriele Ferzetti
Maximum Risk,Paul Ben-Victor
15 Minutes,Melina Kanakaredes
Hannibal Rising,"Li Gong,Richard Leaf"
Dolphins and Whales 3D: Tribes of the Ocean,"Daryl Hannah,Charlotte Rampling"
Big Trouble,Johnny Knoxville
Frankenweenie,Atticus Shaffer
In Her Line of Fire,Sydney Jackson
Walking Tall,Ashley Scott
Ice Age: Dawn of the Dinosaurs,Jason Fricchione
Ravenous,Jeffrey Jones
Hidalgo,Adam Alexi-Malle
The Last of the Mohicans,Jodhi May
The Emperor's Club,Edward Herrmann
Shade,Jason Cerbone
Blade: Trinity,Ryan Reynolds
Broken City,Barry Pepper
The Open Road,Kate Mara
The Illusionist,"Rufus Sewell,Eddie Marsan"
The Big Lebowski,David Huddleston
The Promise,"Christian Bale,Shohreh Aghdashloo"
Love Me Tender,William Campbell
Chill Factor,Hudson Leick
Anything Else,Danny DeVito
Take Me Home Tonight,Chris Pratt
Pet Sematary,Michael Lombard
Selma,Mikeria Howard
Blackhat,Holt McCallany
The Ladies Man,Jill Talley
28 Days Later...,Cillian Murphy
Woo,Darrel Heath
The Skeleton Key,Joy Bryant
The Hobbit: An Unexpected Journey,Graham McTavish
The Wild Thornberrys Movie,Lynn Redgrave
Another Happy Day,Thomas Haden Church
The Ballad of Cable Hogue,Slim Pickens
Love Happens,Martin Sheen
Howard the Duck,Chip Zien
Forty Shades of Blue,Elizabeth Morton
Juwanna Mann,"Tommy Davidson,Kim Wayans"
Roar,Jerry Marshall
The Taking of Pelham 123,"Victor Gojcaj,Robert Vataj"
Sanctum,Dan Wyllie
The Shadow,Ian McKellen
Shooting Fish,Jane Lapotaire
30 Days of Night,Mark Boone Junior
The Tree of Life,Laramie Eppler
X2,Famke Janssen
Just Married,Monet Mazur
Breaking Upwards,Peter Friedman
They,Jon Abrahams
Rio 2,Jim Conroy
Trudno byt bogom,Valentin Golubenko
American Reunion,Tara Reid
Dylan Dog: Dead of Night,Kurt Angle
Mommie Dearest,Mara Hobel
Ready to Rumble,Rose McGowan
Albert Nobbs,Maria Doyle Kennedy
Parental Guidance,Bailee Madison
In the Name of the King: A Dungeon Siege Tale,Claire Forlani
Fool's Gold,Ewen Bremner
Rebecca,Nigel Bruce
Master and Commander: The Far Side of the World,Chris Larkin
Snow Falling on Cedars,"Anne Suzuki,Rick Yune"
The Elephant Man,Wendy Hiller
Waterworld,Zitto Kazann
The Others,James Bentley
Spellbound,Rhonda Fleming
Harry Potter and the Chamber of Secrets,Fiona Shaw
Detroit Rock City,Lin Shaye
Click,Henry Winkler
Gladiator,Richard Harris
Act of Valor,Ray
The Death and Life of Bobby Z,Keith Carradine
Extraordinary Measures,Diego Velazquez
Sea of Love,William Hickey
Hamlet 2,Phoebe Strole
The Peanuts Movie,Kristin Chenoweth
Mary Poppins,Hermione Baddeley
End of Watch,"Anna Kendrick,David Harbour"
The Invasion,Jeffrey Wright
Little Shop of Horrors,Steve Martin
Center Stage,Laura Hicks
Deterrence,Badja Djola
The Big Wedding,Topher Grace
Die Hard with a Vengeance,Colleen Camp
High Anxiety,Ron Carey
Swingers,"Ron Livingston,Patrick Van Horn"
She Done Him Wrong,Noah Beery
Rushmore,Brian Cox
The Frozen Ground,Gia Mantegna
Triangle,Henry Nixon
Salvador,Elpidia Carrillo
How Stella Got Her Groove Back,Suzzanne Douglas
Must Love Dogs,Dermot Mulroney
The Warrior's Way,Tony Cox
Stranger Than Fiction,T.J. Jagodowski
K-19: The Widowmaker,Sam Redford
Cloudy with a Chance of Meatballs 2,Andy Samberg
