Actor1_Rev,Actor2_Rev,YT_Count,YT_Dislike,IMDBVotes,Revenue
49197301,88372925,6964860,969,16288,26687172
25810335,0,328910,236,31451,26214846
0,3370685,68231,10,22539,29203383
84240911,24622459,1357462,118,16700,33339868
106585059,0,198724,11,24203,23998226
0,3801207,482905,72,55069,22432518
103691716,0,9022846,1080,57003,87956618
36883091,43478283,3561330,504,48145,104283753
86667042,0,1101645,74,81475,28644770
52224614,0,81186,0,12448,21772753
101365680,0,4353873,211,151791,67255916
0,85537750,554608,79,71884,30962112
1139651,166786353,489542,46,67156,19976073
45727149,0,96597,8,23813,19035741
166786353,2422075,92443,8,7229,19892205
3615616,0,517569,56,45123,36722311
0,2895783,1822811,91,23002,176061
16450416,0,520952,36,67085,16930884
0,32477876,113853,13,33824,23676771
55956848,3405502,133049,5,47047,26323969
25070635,0,2310853,324,81540,26857459
0,28477213,168732,21,34655,16295774
93196236,81475107,1747366,80,54186,43440721
41527729,9908274,1633950,217,29409,27147991
45718,0,682829,39,46253,21577076
22736870,93196236,4296824,612,87076,40520649
93196236,0,668144,78,73081,26184400
891801,0,290555,36,14988,11578022
4986563,45727149,8979298,4445,58573,9353573
21142899,62940472,3380985,291,117538,48330757
6525253,0,63106,9,22851,16910708
0,30916241,946449,52,30706,12291975
64271764,0,71280,0,24884,18535575
33468578,7077825,887214,72,129459,64352607
85437510,148995615,10769849,1123,53566,60512680
11804572,0,117082,10,26060,17865209
23121740,106585059,550055,30,105022,3560
64962645,17788084,142606,14,234428,5321508
93196236,0,5320819,483,56213,19599974
16450416,60054917,546081,30,30492,18765585
0,1337628,98781,2,9153,6460758
0,152579280,210279,13,24565,35891257
217742101,176190574,6780258,546,93873,35869934
85343206,0,471742,28,141840,15313631
54210376,15503131,872206,50,4892,127437
41491375,10910584,13311566,928,39419,929157
82109392,0,474304,28,54839,3721988
17114323,7443792,1603673,859,3454,168832
0,17114323,2685371,334,13460,25199891
31495400,0,13248336,5473,111912,140428314
60754126,0,84929,3,193885,187707495
0,81475107,332042,9,45585,45336404
112889565,1107272,148083,4,16871,54045832
17890569,38133609,433896,20,90754,18600000
21544044,7056892,751950,34,73400,33013805
3405502,0,259201,19,14695,20146150
0,12286270,477235,39,10337,25899797
24871960,0,115695,11,8201,4559569
5637297,0,1696015,479,29729,24716190
25070635,0,2288811,130,95901,15452978
0,43834938,1111257,102,274972,504050219
101021940,18931126,17179776,2554,136721,202043881
184932277,0,165774,14,347527,333080271
78297584,0,299443,1,60654,105159085
0,80312456,2498393,275,29654,44272267
20112518,0,143748,4,133590,97413527
55956848,0,6034437,606,624078,139109346
151234685,98867410,1166214,60,199218,94500826
62520766,33298655,6381736,619,237699,133194620
163820777,7760611,1080160,70,25263,10066366
53252595,0,505208,34,37912,64474705
0,96901,1084636,104,201091,58885635
0,136558130,6313120,594,63889,94728529
86959802,0,1267162,47,218525,71430876
9379170,8868856,1602315,18,185369,82183683
27872684,64962645,2608546,320,111366,112914167
13189290,0,303378,32,74716,195300000
9379170,0,1623673,91,88705,77477297
10759369,0,314115,23,45743,102053581
0,20660375,3753896,254,209727,60780981
0,100912630,379565,15,61048,91943956
150094511,10508939,4987918,800,450734,20000000
107530576,42985605,2616487,384,80400,37100000
122063724,0,9875307,1433,31889,56752482
184932277,50584320,5464612,952,487695,33139618
5982169,0,58341,5,35387,31390587
60754126,0,912688,635,74257,55307857
0,59946672,87658,6,9560,31320293
49113,6311689,137820,12,10532,39134983
0,100914781,5464256,1553,45803,38159905
54210376,0,517951,91,31807,46752858
19656625,0,99307,4,4387,8165213
0,28362289,3939269,286,44232,8434601
0,44397438,4347909,726,14629,8592432
0,58095706,8478134,3609,33243,16311335
5686694,5686694,170742,16,22378,5686694
150094511,0,6879128,1298,211950,28800000
54654188,12080641,3584998,493,33656,73421224
13189290,0,307826,26,77147,187500000
27098853,0,2991982,142,306848,219265952
65098309,61310755,158285,13,11089,42168445
0,137088,40519,5,13560,27187653
37667610,0,265368,18,48359,26939925
10177,226690486,117383,5,58040,96900000
481950561,91776617,44074897,7355,185876,963901123
78297584,0,335559,6,52189,60527873
37334793,75627836,470073,31,148439,57229890
80312456,45923434,6440874,6155,148095,130759651
38090519,0,388654,16,44348,31770413
45718,55956848,1025772,67,269706,55495466
19549803,77508927,218535,24,46697,21500000
18430942,0,4501212,744,35262,4463292
15829028,19894922,762770,63,104491,21300000
42899917,74503400,2151464,167,161721,27257061
0,131642286,1786033,213,64168,45160110
0,12073465,939640,137,20155,10618813
136558130,1851303,60242,4,8639,10341093
100912630,84635231,47272,1,16828,8712564
9379170,16304822,3069113,947,17855,9352089
0,15437119,908734,396,16576,38536376
104329638,0,6203783,887,64431,93469699
49706392,19187071,199598,11,43552,5142921
0,239839671,174705,13,19999,5000234
5904395,37008828,174080,55,50537,16566235
64962645,42930943,300646,14,24167,2412123
239839671,0,443684,18,4326,1545064
85090007,86712483,5346456,1938,87026,185904750
122063724,0,326637,24,325344,109243478
152387163,19046137,1084114,30,182412,279500000
5982169,22293696,4441558,614,92816,62108587
62940472,0,1340270,2165,112152,202000000
27098853,0,3102461,164,265777,102404019
41881203,112100478,363798,27,55781,68613992
2730762,0,296793,15,41825,50800000
0,149954470,3867344,318,96862,96666486
104329638,84708677,385412,53,235967,45150731
264405066,39317834,6119034,1329,83386,67647574
144799396,71395927,19114625,2523,167512,49300000
10621434,42044106,133127,4,49690,63489752
2344730,891983,3626584,2274,11495,38788828
23392420,77508927,85659,2,29207,33200000
30746754,37667610,18259881,5450,91833,28501651
2984870,9636694,151783,60,11488,23222861
0,53547481,963692,79,69516,54538013
20112518,0,4337262,908,46438,16521410
9379170,142457449,439330,38,74663,30601801
86959802,95320782,49199,11,10815,14469428
100178274,17472666,3954125,423,7965,1083350
6460302,4006564,29071,1,32913,18496522
15694538,42164517,239065,24,8304,30593313
131642286,0,134456,5,115194,86301599
63523102,0,1441228,208,184278,622420667
31359653,183502020,1123550,67,397166,412800000
92808535,24667286,262239,11,588203,274543085
191730878,22813151,1041148,564,41715,25517500
5982169,0,2144478,208,498511,226941585
0,4702708,16841933,1394,47455,41059418
112100478,0,848656,67,94348,52821061
54081490,21006861,3630961,1191,31122,6154172
891801,0,326037,34,34986,84045006
31582968,0,616256,76,3586,34246770
30312797,1854747,477013,51,92335,82200000
0,197554,320408,14,25048,102992536
0,1882338,391940,58,43918,78656813
112100478,180397435,4347817,261,227691,76270454
88956281,118334432,773396,50,652793,164051250
28362289,101005947,33212003,3884,81364,153733800
99925140,0,6952766,1574,21789,120832383
0,45187447,687544,50,176733,149228078
53252595,13903580,3585796,564,99495,56505065
72968389,0,1029022,68,58571,91036760
18982678,0,1483676,164,84957,119295584
0,434168,1238451,183,107148,54100000
53547481,0,5561724,441,81371,96633833
132569239,0,751968,88,115779,137984788
104642616,0,1248592,46,178502,115036108
41179538,0,3165602,1483,4701,52528330
5982169,163429565,84967859,33849,209192,81249176
64962645,0,380535,76,72000,51100000
33190637,0,7631520,1587,278331,89476265
64962645,8868856,376641,19,767271,46777347
2984870,0,637579,49,27779,58240458
0,35579716,547736,85,52903,128745578
16450416,4395260,347662,120,568918,656161
65098309,2913989,556695,21,37281,64594061
6836241,0,858269,39,73742,43987901
63049889,8601520,2402955,72,104234,98406855
56274162,35196262,71653,4,23373,41076865
41016147,77208711,2654753,198,393982,77208711
0,236373074,473613,23,12476,60694737
13260735,41553,1063995,73,30144,40796145
72968389,0,303365,14,54302,36833473
0,22813151,2728014,83,66248,71390601
91610255,4535844,2247766,474,37231,39217912
101324047,0,8757780,2391,92215,55090374
0,35579716,3144843,226,49885,35990505
815043,7645617,1776305,190,47083,119923801
4465536,33802414,2186200,146,76186,59183821
72968389,13240183,218719,10,35840,34600000
0,96576880,1456840,44,121348,33687630
53975510,185195,1313133,96,93163,32553210
11516181,0,3711473,378,23068,70326393
12837432,26396617,594853,85,15493,2923959
68830627,0,537660,51,90142,66015869
0,152387163,2401082,193,78232,82150642
0,5637297,2768554,432,41116,50692188
0,19727016,1942218,318,10320,32092761
2913989,78297584,923629,71,1786262,28307092
42164517,0,102474,7,20213,39393111
97261285,14934409,155152,39,65378,32223424
144799396,7708108,6260160,583,51484,38718031
0,45187447,5266492,121,59838,41921590
45121177,0,4965164,214,52565,45121177
106585059,11234300,280615,3,37420,22411948
58514381,104642616,770178,50,42372,22032635
96576880,0,9328970,625,110923,142033509
54576310,0,271352,29,76761,29863840
30766,0,7442557,1853,41756,23900000
72968389,0,51202683,15243,74792,40686409
68354637,8769830,442165,30,113881,17800000
4012588,13310112,960817,65,166803,20718223
3091398,48374090,347458,27,12590,19233280
78750325,19947159,90036,16,8831,21970831
8734750,5009542,110191,20,4232,36682170
0,4702708,818615,572,78222,114882598
34443972,0,1616670,134,61442,22910563
0,8583690,14762,0,9560,24355762
38979766,32722334,3343679,280,16871,16727470
23474862,0,239662,58,176301,14544008
10759369,0,150833,4,16497,51702929
18320504,493586,134258,15,11339,13973532
85152943,131643068,11308746,883,105254,42642077
0,5767150,6012059,1564,21317,18872522
29194855,16196604,3735956,287,41553,29276904
0,27306595,148875,11,16303,11603545
19626708,0,103365,12,24521,15907411
0,23474862,386317,7,45109,13424365
20112518,10997656,7530323,1143,26033,9144459
62176645,131643068,4919459,489,351191,24215385
114888,0,480492,21,25030,27572844
2243485,20206097,114690,5,22468,10731997
11804572,152842629,679025,1,18118,10796776
0,39883121,146792,20,8017,12219367
54576310,0,4336042,166,48775,82925064
31359653,0,1783771,201,46903,11253821
9170090,14793547,135722,8,14816,7164995
24940852,100633,649766,103,5245,9286314
210045800,47071889,1662014,429,184807,8025059
0,672058,200973,1,3433,5778353
0,4640169,429100,33,4961,5654777
14035944,0,10566580,988,11547,4847667
80045696,1455547,1058302,91,45525,5100000
49706392,0,2214537,670,118255,62020814
0,11395764,221589,31,25384,4064333
9636694,7875922,54202,6,3272,3998889
0,17561875,283050,26,61095,20052958
0,5946846,1054094,1030,31101,3605420
10716632,35579716,105876,1,15325,1415656
26396617,90764715,291744,11,5945,780326
12508445,53547481,122272,7,9503,1190003
152387163,14969414,1736123,134,76208,88719
5289101,0,850924,80,66092,12413949
0,59033341,78443,21,2481,146149
22012710,0,5707280,582,0,71009334
21032458,19426684,1735956,183,35238,5297411
83389159,37951476,3961848,495,6904,129115
53397,15176118,127168,57,1171,91116
0,34805278,192287,17,54333,10447579
58095706,79943701,697300,165,34445,9313302
10177,226690486,103553,2,64482,133000000
53918831,14527,22594715,3058,169867,156229050
1635389,9024615,22929170,14184,118049,128131571
0,62176645,2223670,294,14050,2976636
18622091,27392934,11609565,3484,16086,70027933
55956848,3405502,118354,8,92334,85527867
10716632,0,7555548,2508,54626,62989834
3801207,33190637,262220,12,190441,86765463
101324047,105329461,594668,25,65551,41798224
0,891801,492675,25,57388,40020622
1490086,0,2142949,245,16927,32662299
0,27098853,352284,34,153757,36856306
78297584,0,98778,10,30462,27732366
104329638,152579280,2277594,592,112131,67348218
22572504,13260735,42517,8,5558,20218
0,42044106,751312,0,23457,16980098
60791544,5181870,117133,10,15154,16304786
0,555288,297994,43,11308,13000000
3615616,965137,306687,33,11922,12372410
20112518,97261285,3119077,314,10336,8427204
0,5864146,485549,47,16984,9500000
8685676,96901,6645496,2061,74608,24900000
17186911,0,489910,41,13129,8292914
1607738,54654188,103899,4,2318,4356126
7119448,0,165640,21,2623,669276
12131586,0,14257,0,2979,1696765
71395927,35792945,6766233,323,83048,35792945
0,35484524,1298679,432,229693,4520887
107530576,97261285,3549611,363,404676,102236596
0,18400291,34269843,8182,330613,550517357
68354637,0,2158597,246,123712,190191646
40417062,184932277,4229623,668,890313,4548170
0,218238397,874384,18,180791,9200000
1052668,0,903794,96,187790,112036870
62520766,104329638,230153,18,194928,77735925
108476005,0,1358321,148,198849,53182088
0,6525253,1859805,5,20436,26714909
60754126,0,4131582,420,383598,48531242
45121177,0,4965164,214,52565,45121177
41882872,54654188,1180814,272,54936,21973182
0,30916241,946455,52,30706,12291975
8685676,0,15804501,2321,4006,13019253
0,10910584,1792836,278,74075,36374700
28362289,0,144041,15,3257,11778396
131642286,72540,539621,17,18199,10660147
29035001,63510707,151833,13,15025,7018525
927877,0,140257,11,17771,19123851
9379170,117002087,2713402,211,217580,71912310
14986221,55306900,71634,12,142392,38119483
101365680,0,4636191,626,58090,30864649
1635389,0,25116975,19870,160136,517600000
15245929,2039004,1292060,102,70156,189800000
10621434,0,174268,2,27249,75456736
71395927,0,1884178,135,45722,146590987
92808535,0,644621,58,57291,175516617
1970295,0,1024292,271,48794,55762229
84635231,0,247136,20,180867,127767889
0,32886,631535,87,58025,46214579
0,4916162,629534,45,50475,372245
42930943,0,883456,61,125722,92542418
9350693,38658496,4270182,2407,15981,70949793
0,24971492,6731627,880,217441,95708457
34243379,12837432,522597,33,64045,35945749
136623867,0,3497596,291,54376,41771168
20369407,1916854,625294,14,13794,25842377
1970295,13260735,385048,40,42221,45273464
60879424,230628981,3588893,443,62610,70536870
15580079,0,10885031,2010,36351,33175076
41882872,18400291,375624,15,34049,25873142
8701793,41882872,1140124,160,16655,77229695
42994657,25070635,395151,39,31917,19288130
176998,219,222854,20,132047,33762400
152579280,0,439633,40,270589,35800000
191730878,104329638,11078298,1934,86493,27927631
41491375,0,9289836,936,87332,51695362
5776,9471123,225012,42,7580,13555988
17109695,0,205745,11,57807,20034713
59726221,157,639456,272,2290,5637512
0,282320,37761,3,1596,5000000
62884961,151479470,8197447,665,30207,69698495
0,33358786,1972346,155,61578,27238354
0,27688878,3855122,432,30107,13600000
0,45221194,2313321,416,17265,25044057
0,35579716,2375950,198,53561,19563579
4685314,96673,367139,39,10506,12000000
64962645,81475107,7337154,435,35797,4065020
97261285,0,4960235,410,87108,15434375
19046137,16006993,469302,26,137687,92987651
13677676,16290214,42469,5,12600,22331846
101324047,2913989,123072,11,71792,24419219
0,35017,1973354,873,7227,162470
74363777,12820490,306551,32,70971,74363777
92808535,6571154,541346,75,20659,45785720
34953170,0,1940739,334,92437,48977233
87633985,0,558353,95,25991,42273609
9024615,0,1312478,126,23278,43728560
122792643,0,418136,24,556807,236412453
0,101566392,1082602,4,54732,43632609
41491375,0,8049662,682,246067,43928932
19303,0,6826040,665,83068,39319801
60205982,0,316602,7,46692,10108016
112100478,0,36203,1,15462,17589867
37667610,31359653,43041,0,12261,6830957
52835214,21137817,1206476,38,155665,81452811
0,100912630,846198,215,2353,17396
49068174,0,1515624,672,41520,5046038
0,56830970,908050,71,79559,2840417
184932277,0,794071,33,695542,389925971
8685676,0,410157,43,145332,337700000
0,18033322,654370,99,25506,20230986
117777459,2039004,120252,3,88173,276665036
39767901,0,262734,8,30750,164675402
0,275726716,1513152,116,944487,275726716
48837028,434139,4473041,385,49139,117222007
0,51163383,38776087,6022,323843,318000141
28362289,0,1475307,72,23705,98114471
188565799,0,445011,45,192068,118537627
18400291,11015824,1710731,183,218758,131945303
1437622,19714288,20765664,9929,84602,122133227
45718,0,682833,39,46253,21577076
26296359,47468425,1281478,76,103364,111448997
104329638,0,11019802,4978,209656,175507800
0,56198494,1954001,275,60821,71232214
0,6525253,952246,52,64508,92678948
103958767,5621348,5775822,601,476931,50628650
41179538,0,454978,20,7906,60831067
104642616,0,1701640,126,372536,53976987
139982856,0,27449450,2683,107528,205445075
41179538,137308171,795320,133,7699,65623128
86959802,0,477999,27,85547,41158757
0,8195388,2292418,188,51597,85146165
0,287590,44453,4,14043,109862682
60481272,0,4936208,664,66486,66776908
112889565,4284689,9694178,2276,12208,47840957
962838,0,3829560,549,26700,67192859
0,25452058,162002,5,63993,81461343
88372925,9550163,218844,1,13805,96147688
40445332,10927476,39569306,26863,20859,43658157
34335,8195388,8065934,3641,91506,86858578
62940472,61310755,10585481,1956,116809,63356133
224670158,115927416,2478245,559,258883,92217729
49706392,51163383,572967,51,41613,44821299
0,10049308,412183,11,5614,37672944
14261797,74313702,88337,11,1049,381541
43834938,64930912,312608,33,28520,41342180
104329638,0,1491791,134,81474,67950723
0,10469235,9706588,2172,40174,81424988
85343206,0,896114,16,250666,132121212
89839362,0,8059768,1285,57740,41296320
0,69919865,281435,30,102955,53191101
13505666,14733453,1554763,239,139657,50948811
0,267,14792498,7388,52629,32014289
7018543,92808535,218776,0,9703,31678778
42930943,23474862,217662,49,141972,57293371
17619434,41022835,3959940,1237,17131,46164361
927877,0,1091047,116,78413,30100000
1945670,0,367828,31,57332,34400000
10716632,21062410,874870,81,93249,55576699
0,19046137,1561539,93,56768,46604054
9379170,0,270265,16,147367,47881663
0,19619107,1042325,176,27147,44513466
0,58415215,311135,25,10345,12314832
41491375,0,633318,41,155687,66143005
36465685,0,1163791,83,705824,72703462
9024615,86355430,1418170,90,96830,65454793
852,12971000,6190777,811,197222,33408732
0,9983941,367677,34,16497,30703845
0,4499116,1998291,387,108413,51445503
21686761,0,631030,2,104859,28712974
8114020,0,725657,94,26462,23187506
18449916,0,233768,21,15865,21413105
17632805,0,347233,96,11362,48958353
12578742,0,31629988,15660,40366,38164784
28414633,13649042,5508267,515,5427,29870801
0,21062410,3393982,465,35602,27688744
0,82494263,28880351,7755,63393,61680792
6211738,0,616391,110,446526,32000000
24060901,0,2163594,159,38117,19151864
45918157,0,20532437,1905,33305,34718173
9801390,0,44700,2,2165,18826490
23121740,50584320,157664,11,34823,18400000
36681395,0,344360,33,18721,18310591
68354637,152403511,425812,1,85291,20081987
23474862,0,8876037,766,448926,56822960
44397438,13566874,602213,38,26470,17807569
0,24851870,6311664,983,51736,17529157
104329638,64592246,2483597,317,228277,25732986
88372925,6009230,280507,50,4451,18013938
0,362607942,84640,7,9434,22119269
7756361,26543477,4025357,399,103340,102034104
4284689,16353333,107907,21,4012,16988996
16234054,0,1182910,113,69478,74180745
42930943,0,1511658,99,195449,16162920
41527729,0,149288,18,13353,16612072
18320504,0,1791330,103,14527,17430594
55639069,0,3297326,968,23524,18250106
170731996,0,96971,12,6675,15473333
103958767,0,4295888,787,26221,30808558
10469235,0,1305810,991,76242,36720752
21062410,70122506,1924664,349,26808,23661038
91776617,19191966,146802,8,24656,13801755
0,332615790,1821054,373,61515,14008193
873419,0,3052162,294,83897,33943049
0,18400291,199966,12,26890,14566246
41491375,0,3541987,397,117047,13630226
9379170,0,108031,8,30383,13383747
0,55995,426186,30,5912,13725032
239839671,57219513,60036,7,24363,26348203
5289101,239839671,292625,21,70422,15466961
19457982,96901,4074643,359,22553,12398628
6525253,231931,180354,27,62214,29843245
15438666,36714400,2061566,246,23449,12200000
47071889,0,5480721,968,96029,28270399
18400291,15666290,881167,412,81186,30894247
0,26019097,75986,8,13805,27836366
3405502,0,98240,4,16589,10570375
122792643,0,5577630,749,74091,32632668
81475107,0,337002,33,31101,34600000
34953170,0,1940752,334,92437,48977233
10716632,79943701,462280,27,61117,16907831
64962645,0,653146,27,51666,8855646
56198494,4182711,841170,463,25924,9016422
49706392,137308171,27874836,19677,22384,10393696
23624448,0,241323,25,9919,8135024
0,11986516,19675,6,3609,8000000
43566286,91270251,52302550,32495,3906,28058652
15314525,144280160,832796,1009,8164,16723377
13015272,4031529,245731,239,8653,7022183
1090380,49068174,1817946,530,61598,18273009
4407888,15295201,458591,45,15418,6882696
41882872,95522376,359798,16,19013,6947084
10416959,0,5920295,1187,17939,17684355
0,210045800,3360075,246,84216,14807531
39628091,362607942,689178,53,92292,7405084
82109392,32501079,312073,55,25944,8300821
21541,0,311061,144,38272,8178569
0,85537750,1050533,673,30388,14603001
176190574,80842687,2877015,243,49990,6071433
4710939,0,101107,2,7096,4453327
6525253,15508672,187407,13,14819,4504111
0,138187030,269090,15,49615,4000000
134307331,0,1629627,160,29852,25361206
0,25070635,181851,14,42699,5531756
69919865,0,71850,6,60103,3000000
26396617,44397438,1896767,207,239210,150350000
532028,27581909,62421,2,44268,5313608
3458577,999,2900769,1886,603,35185884
0,9493452,144748,13,4555,1646664
217742101,86116,1374080,133,269488,5345869
13740895,0,96131,7,8289,8221700
144799396,60754126,41762,4,16601,2282710
0,12179916,57917,531,14262,1065907
85343206,0,1260385,446,11592,3727746
82109392,68062699,74283,1,2691,375474
10025604,770663,92286,5,3969,305070
18104909,0,1608942,553,13335,6093725
16450416,0,1288627,2478,10033,5694213
0,5449922,1303352,261,6388,277515
0,59946672,1762932,279,1492,5918742
40311790,2816289,789262,43,5233,22139590
226690486,35820116,890894,394,5400,34454631
0,64962645,3929184,774,7693,4754517
18807833,17183190,23772091,3895,23719,130307
5289101,0,3032029,320,45756,5617460
0,1721284,52753,5,80143,15118795
0,5208748,786757,60,30673,16498827
112100478,0,273779,29,195309,424200000
16450416,0,424656,17,31320,58571513
0,5209162,2444713,953,230275,173046663
52121355,0,972755,119,67317,41601840
100178274,0,6302316,646,650049,44391156
23360326,2887915,2929203,262,781206,385524862
152387163,0,289280,31,46405,65090541
41179538,0,1364170,231,8503,51733921
89839362,8989502,2035787,1024,81159,49858465
45187447,0,1940898,104,59139,101564935
79330896,0,1319059,205,55014,1357042
5792276,614723,216374,5,2973,15911332
42696218,0,294043,29,95823,56445534
0,79996,3631910,400,451573,274949886
49068174,80045696,1535254,475,18793,8613462
12073602,0,5118075,541,105006,76086711
4010612,0,478460,24,74545,10412485
0,23563719,2257057,446,75119,25893485
0,744,232279,44,6415,4750000
42044106,0,10244102,810,45143,7576604
161180668,0,15497456,2501,84209,109175673
5289101,0,1183444,63,148774,22184735
47161630,42994657,912103,111,80684,47751015
104642616,102228742,2795549,125,220902,13711903
13576338,0,482969,143,97085,32679264
27098853,0,34629898,6731,232295,270944428
36465685,10308484,3147760,926,277893,351620129
57619771,0,6010111,506,159099,151668774
41647529,0,224671,279,305881,128400000
0,3801207,1781473,205,137933,141809235
10177,226690486,333906,12,61227,87000000
0,19046137,6922595,687,99934,144529078
1970295,15232189,236156,25,61180,92935067
5289101,1934925,7135374,2695,26458,20769209
28362289,23624448,192529,83,10877,64955956
44397438,33780674,2377302,475,115877,77147031
119637182,0,330787,38,189230,67683989
0,11869014,9386881,1107,19878,52069651
8701793,0,6885996,804,19641,73695194
62940472,5588216,901631,73,301666,98267558
12131586,24880637,271296,20,287352,51973029
0,12078948,3626493,447,28405,57193655
0,17767513,256978,12,67074,41300105
0,5289101,256501,9,27895,41382841
0,54947985,3487399,581,37921,62646763
23121740,106585059,550073,30,105022,3560
5723556,0,310835,18,30448,26936265
27098853,8868856,1077464,165,53600,27148898
62940472,0,10099722,1889,63711,26400000
64962645,0,238667,15,246048,23380203
100912630,0,4117908,304,26338,36133014
5148805,10593838,121654,5,15451,19739000
22701467,0,1262094,150,16871,80227619
23435677,0,60158,1,32045,29934477
39767901,0,5009071,815,12582,42167286
0,135231,51218,12,8166,16959614
23392420,0,646809,27,39773,23889158
32026982,0,16561653,5621,112436,35579007
0,345023,6487293,630,29107,14800000
10332844,0,1669279,178,66382,19685588
4466666,7194096,8193264,852,1437,13400000
5864146,152387163,87096,2,24467,13123070
58368048,0,1902229,104,29803,13747234
1139651,0,4880573,530,20245,11813989
23392420,0,1470314,364,47662,16011975
27872684,0,734935,121,9757,17360801
0,90746064,98444,7,7669,7190505
17767513,0,72513,6,10852,14488705
7077825,8734750,35076,3,114711,31691649
20717113,0,1252058,450,11356,6000000
0,7077825,87888,6,15714,15696146
104642616,8734750,842030,31,146191,5828466
0,191730878,473207,55,33458,14189810
47244798,3542692,399921,20,38706,5600000
82109392,19046137,1166939,84,200857,27794339
16973,2637761,53846,10,2640,5675599
5710830,105604300,626396,55,31295,4870880
69232071,62176645,5446648,765,52231,6841142
23435677,55639069,969005,64,25988,13203044
12585914,35579716,706310,132,29841,23910210
3881176,2143920,421895,26,55698,25727044
35196262,49228092,124988,7,10735,3500000
13903580,155410374,65201,7,27214,676698
8114020,44397438,121783,3,14557,315000
45718,0,161749,14,2621,627422
58368048,2184122,3026619,726,7440,6784
372774112,0,7050010,484,14521,2401413
0,62940472,765988,187,31473,6905861
149954470,0,387990,32,50338,14518884
114847164,10332844,2515920,136,438087,169955142
0,5414602,4968398,221,70155,58006147
152403511,36521223,859196,68,277160,36521223
42696218,6451401,3358594,358,144038,99135571
86355430,0,729078,267,1716,7285135
21062410,1204356,4509,4,4461,275998
45347686,40445332,139596,2,155008,109793192
2126313,20078433,241605,20,55921,20159316
72968389,0,8518626,5619,153464,177535958
0,12491571,2934710,4349,3489,45312217
0,48374090,4269518,484,12057,72835710
161180668,8868856,1220467,89,123453,35600000
2735,7433846,665625,80,71151,45670855
101324047,79943701,15416629,1100,271531,397562763
33190637,41553,315916,7,49884,30331165
45918157,11273512,12004740,1682,66588,38028230
5800798,0,786168,522,135167,70355813
7371578,0,325260,43,12050,23734486
0,9536284,14810404,1576,224312,116044347
891801,0,765635,10,13384,19693891
28870219,0,103475,2,52066,16316273
0,12854649,3082300,1866,11029,16140842
0,3293363,156262,33,9152,15680099
4598811,7965184,450926,21,2153,11634458
13130548,152403511,2085082,100,54242,26746443
0,11298251,3304601,770,131171,97778356
0,8685676,2267644,239,15534,20465206
80312456,10621434,34051,6,22853,16510971
11864317,86959802,4292361,460,34754,11227824
54654188,85537750,702446,40,90049,9729088
42930943,0,69247,11,4161,2315000
81475107,45347686,2755376,118,307606,39680302
0,2110050,826270,107,1519,2110050
0,27175309,386743,36,16580,9438074
102228742,132569239,7170157,1118,15757,1973945
19921615,5361337,2754127,258,33172,364607
6466046,1034599,1019463,203,10848,13446115
0,185745722,5082294,928,16758,10637281
75627836,0,1582033,118,57985,58011485
0,362607942,181990,12,13594,2281089
81475107,45347686,2755376,118,307606,39680302
35196262,0,11101504,972,122986,43848100
3708304,19046137,468435,11,81614,134993774
0,19626708,2714296,125,48574,39380876
0,84635231,46552,0,57698,16157923
43834938,3123486,1981535,94,289696,239500000
89065550,0,154491,7,27710,53977250
6089154,151234685,3046660,143,137156,119739110
891160,56198494,215411,1,36214,54294169
45785077,0,471465,25,197813,128256712
0,152878928,351923,45,43255,78208812
55956848,81475107,2080501,143,250851,68582095
0,21190695,670521,89,58411,50517763
1541356,0,2492341,2622,2181,7313697
75007429,0,1912723,673,18651,40400000
3615616,538554,216848,16,7604,43057552
206572580,0,11037006,2184,10096,28734552
7371578,0,4490103,1412,42764,30987695
10759369,539153,219806,60,30048,29090445
209703172,231173787,2503476,169,368566,81742618
5601219,0,3205201,1710,14084,21799652
0,4823945,217153,17,26101,21657770
21060320,0,27772,2,12007,15980376
67213,71575254,117606,5,25475,5007804
5289101,1934925,7135374,2695,26458,20769209
75627836,0,90463,14,21539,13854000
57619771,106585059,827740,42,185977,201324422
248333,11424265,393414,49,54358,11810854
180397435,0,61362,13,5433,8400000
1144,0,39993,5,8379,4734235
0,23495863,26924,1,22425,14839383
5361,19186369,270519,19,31212,4217115
0,102228742,350759,17,24762,8120148
0,60754126,1747033,214,22448,7585011
19626708,34243379,885445,84,96211,22594052
255567,101005947,1127181,141,18721,14553807
210045800,22366169,4686618,495,5871,31631
0,489092,4548664,598,49153,1467278
294581,213893,439606,45,29976,1844228
88956281,0,868334,79,23239,3442853
8868856,22077597,19645,2,3348,1237615
70122506,0,130053,6,30591,7000000
30412291,0,1139145,208,63487,12930343
1963667,59033341,601244,30,335008,476684675
31359653,0,962084,51,80691,177200000
183502020,0,1774962,105,228625,356800601
17186911,0,2101664,11,864148,356258047
35579716,0,126044,6,529794,138300000
62940472,21060320,3341932,493,91217,216600000
74503400,0,2230259,191,6987,318623
10535299,0,293233,80,63368,93589701
155479209,0,12411711,778,524570,227773686
8701793,25518392,2795154,20747,33433,76954311
0,46767107,15925325,2808,140816,148095566
48837028,20912994,19741259,3401,80003,84961415
0,1667093,4627630,469,88651,128885873
5792276,0,2787616,418,199702,73326666
41179538,0,400865,6,10092,55934178
0,1245746,1045036,67,36002,67215435
