Actor1_Rev,Actor2_Rev,YT_Count,YT_Dislike,IMDBVotes,Revenue
64962645,99925140,237678,14,71450,54994757
64962645,16450416,309233,7,75160,78481410
55956848,5792276,198208,16,55889,32983332
133746607,362607942,221680,7,45143,38389024
218238397,136623867,493497,8,46814,39235486
26396617,0,656131,3,213427,47371191
95577742,49706392,1442616,108,55158,71073932
264405066,74334656,5246236,1334,99688,29100000
85343206,0,289684,0,37964,80767884
166786353,7443792,13262802,1797,126445,26673242
362607942,332615790,148923848,19643,1037900,1519479547
112100478,0,69661,14,32534,30063805
45718,0,334981,35,64617,49238525
0,31392631,535044,45,36479,14816379
64271764,19655844,447006,18,58742,20541668
89227767,0,1312405,467,14961,14816494
93196236,29363849,5034963,467,43518,10628616
0,59088384,12921447,1994,111253,75965567
117777459,0,244807,20,32787,50648806
0,58595841,102132,19,47685,25416400
4207557,0,247860,24,36408,35319689
57219513,0,383848,28,62455,66655938
0,21388545,940911,193,54805,39006188
104642616,0,8620867,975,50886,30396134
41491375,0,1729999,787,39295,13233220
0,12837432,627954,446,23194,11427090
39883121,0,138097,5,18853,10597070
161180668,96279318,41801714,19590,599635,783770709
117777459,48718288,142781,5,16779,12069719
122792643,44885029,38734643,9310,348221,547326372
18400291,21229136,24940442,5641,56214,158162788
0,224670158,247775,8,85023,100687083
35565392,2422075,236367,33,16146,59431365
53918831,2098084,4216418,599,95674,188715611
60205982,92957778,42445,5,28202,41348628
80312456,0,501882,33,30511,80480566
60879424,20660375,5676136,686,164481,93672764
16265203,9373570,9351375,1865,29514,50365498
68354637,13158901,6972880,2073,73478,36900000
10621434,21006861,2392134,237,80356,104364680
5864146,0,560258,29,39318,38329114
5289101,0,2131092,242,91689,149217355
0,21137817,80424,6,28681,25261240
108476005,0,1186982,7,70264,198006880
35548466,48837028,292698,24,55220,47313824
57619771,0,5040292,373,1334127,679850637
18320504,195533,5038282,3941,59728,362605033
64962645,0,652654,42,269039,304599899
58514381,86959802,80857859,23911,131279,300200000
218238397,0,1610681,222,252775,366784257
57219513,0,480686,23,58353,174463257
55639069,151234685,321199,7,167626,126425115
57619771,0,4004648,428,340748,220648184
122063724,0,26656122,2707,132024,152269033
15378750,35752596,701160,43,90682,282300000
106585059,28360499,12535677,785,246664,192903624
0,131642286,1539369,71,70648,163838217
106585059,86959802,8115576,1296,83991,159387195
218238397,114287529,1826229,87,355003,307325633
0,27296332,891389,66,130629,214392904
27872684,0,393005,46,38095,212200000
5289101,0,492538,33,97312,198750909
39767901,117777459,143965,17,58400,98699769
0,55956848,140803,6,82221,149022650
54210376,20660375,236567,1,100299,71189835
53252595,3091398,28420,1,41967,122079192
36465685,0,6243423,604,70563,68100000
72968389,10910584,302843,21,90187,129075270
20660375,97261285,2569748,610,18848,110387072
0,20112518,113502,7,29936,151947179
64962645,70122506,17486577,1944,149063,70692101
27872684,13903580,532715,178,47582,38564422
18045247,0,7350092,892,53667,259541430
0,60879424,12902141,9674,107285,67130045
88956281,102228742,428178,45,37012,34195533
80045696,9373570,6776937,503,27973,34105207
136623867,6525253,5159171,300,45598,63537164
33190637,97261285,1621897,148,68713,33370443
80312456,231173787,1522699,171,37959,31051126
0,17302659,467575,27,204795,113805580
9024615,78297584,667145,60,41634,60209334
64962645,19457982,45913156,24733,39612,18582965
82109392,0,143728,18,99942,51193556
0,3565193,187228,9,13519,12923936
8868856,0,1691917,622,9217,11532774
117777459,40445332,2100672,432,10831,16123323
13576338,75991495,7095609,1722,25555,79312301
1940807,0,1740091,48,11396,28231444
0,38069670,147268,10,64186,69759296
8188229,0,1383501,151,71354,9250000
53918831,3260424,23557,4,20320,1807990
19457982,7582369,929560,78,165154,82000000
218238397,0,726835,58,242603,166617328
53918831,42575767,3783463,426,40480,22597969
16450416,0,363792,1,283705,66520529
121024732,0,1643330,93,59880,50719373
20660375,0,141869,19,70103,75604320
86959802,11864317,1589668,107,80068,108185706
148995615,16803857,736268,287,42348,7126002
49706392,0,241889,2,59952,70334258
0,9379170,1378533,146,91073,139801290
0,152579280,303226,28,229521,179209685
58368048,21375117,82560,5,21738,54207112
104642616,62176645,17084225,2107,132452,98837872
11804572,2344730,970733,280,103853,63657941
133746607,82109392,3801234,173,226644,131159781
53252595,0,822483,95,158621,50187789
0,7086507,287220,287,6197,124405
0,103691716,3496870,310,18558,6521829
220027943,57619771,1877972,41,572809,355612291
105108661,84213,4768334,1286,224741,134612435
60879424,0,545928,56,105534,118683135
48837028,151234685,165153,21,67706,109848461
34934288,63523102,387087,42,143602,97709034
161180668,89839362,2661759,202,140866,37000000
36465685,8505546,494042,42,103303,47407635
64962645,0,873402,50,353795,110400000
58368048,13740895,599348,206,100126,53139168
45727149,151234685,1393567,137,42945,23020488
36465685,0,1623884,100,191745,560525
85090007,0,125261,23,22056,118583844
119637182,117777459,1312645,189,490357,491812794
136623867,0,6392403,390,206406,126931325
112100478,78297584,233694,28,150522,390500000
183502020,9373570,520571,4,197608,274000000
144799396,0,50986717,9706,490730,556016627
100178274,0,646572,0,231740,314111923
43834938,30215910,762302,74,83335,202173000
33190637,122063724,7222869,1697,137367,76820043
68354637,0,1025767,27,114681,126203320
4174872,0,1929100,192,296904,126975169
0,15091305,384789,31,140297,257805243
0,136558130,2252831,52,164821,105765605
114847164,96576880,8600067,2474,273994,154295930
85343206,21541,876231,77,249045,223564608
36465685,0,945163,89,280410,225990976
71395927,101005947,23235716,2692,89904,217196811
0,101751186,14379582,1695,108596,203502372
106585059,12837432,908086,34,282359,185798265
49068174,79746301,600367,14,114893,59736
0,7629255,23860195,5586,35730,152022333
5289101,44969482,3363103,325,192747,186450317
136558130,0,1464397,102,60456,128402901
122063724,62520766,4169520,272,392586,83300000
6089154,0,5114644,1210,62329,208094550
15245929,0,637305,81,30318,96469187
85343206,114847164,452025,33,294535,111300835
31359653,0,8121140,982,93291,67823573
5982169,0,10042309,947,210289,80432029
71395927,0,1414563,86,44918,105103783
0,222356540,4250078,602,827588,130214162
54210376,20660375,227495,0,84771,88316835
0,33190637,2699483,50,13188,71052604
0,115927416,460393,46,37843,144110682
27872684,80451316,518703,22,41448,54218420
292860121,0,9144630,1500,165968,55000000
0,179834133,41877927,7372,65566,119114494
45918157,42696218,14319178,1750,201124,146195159
15659569,104329638,191081,13,112403,92690959
60205982,70749758,12217978,2556,73588,37978162
97146231,0,2601849,485,49565,97651543
184932277,0,246887,14,50994,82751189
92808535,86959802,113218,8,40819,50068310
27872684,42930943,14922017,7104,275330,8758154
0,80451316,6904631,954,179808,94704227
9024615,86959802,134929,9,49744,50054511
55639069,0,4758408,455,176610,236799211
49706392,17186911,483142,33,110922,49105766
276050087,0,8675331,1584,55890,156602194
117777459,11544431,226662,5,63063,119180938
362607942,41881203,6079176,651,144811,76119388
104329638,0,283125,6,47580,62967368
106585059,0,13291109,892,47576,55489826
3091398,239839671,59880,8,18720,38590458
220027943,5575021,616297,50,184251,39778599
0,11869014,79175,4,31748,49928680
15119434,38780845,14762885,4177,59700,62209892
112100478,0,8361016,5943,26755,46112640
20660375,0,1835622,556,11724,89895930
0,30186616,1602037,99,82149,105246941
0,59946672,449492,18,45020,56643267
40291655,38069670,951097,541,89293,80583311
55956848,0,224811,27,18854,27100030
0,12496279,6068543,1334,95852,92618117
58368048,0,114638,14,51264,42598498
92808535,101854141,37374,3,35640,26200000
12837432,0,6063711,2077,81541,53850527
0,14678471,543647,116,134099,31333917
91776617,20660375,814238,72,145628,34806726
136558130,0,8342449,1085,27804,23152062
88956281,23624448,321589,20,20204,22099706
5982169,58415215,8763366,732,81114,66961644
9932050,14824547,336096,8,196488,56077088
54654188,0,3377772,198,65241,41982227
30560590,0,25447,1,57241,14271297
42985605,0,623859,60,87150,26121638
372774112,0,4127356,353,48309,41642166
58368048,31359653,226032,20,16924,10561038
0,152878928,754750,94,12372,10359006
0,29035001,300897,66,59117,22969202
5771212,0,51054,5,9519,9812870
82109392,0,5160944,610,115977,42002029
14932715,0,4641612,928,71173,60282876
43834938,81475107,235280,0,35362,8374062
3329,1753220,6368663,1926,47026,29782560
20660375,10297084,110539,9,16178,6626115
115046022,0,69500,10,8198,6291602
5289101,0,7168515,1303,83911,41042583
0,14035944,3062719,883,20267,8646753
72968389,0,13600389,3418,80703,72689126
18509407,17304481,294940,33,14742,20423389
102228742,8277430,2949584,330,174656,208300000
184932277,180397435,374050,2,544143,474171806
83291712,90863543,21180429,2903,185399,105002056
106585059,0,848155,52,125137,151463090
1144,0,2551812,500,1289,112610386
104329638,144799396,807924,56,141660,107752036
72646320,20714321,5839018,877,46589,1314609
6089154,0,121963,18,95624,86607223
17186911,101324047,552009,49,154323,50040205
0,87210690,692538,30,67236,47095453
57219513,0,867520,73,84220,90376224
13130548,18740,89139,7,13110,25928721
101365680,217742101,279621,16,246193,53574088
104329638,0,174918,9,73594,77562568
36465685,23121740,760188,64,126526,102825796
31182463,71584432,214035,20,49094,162738726
5864146,0,89529,0,75162,14000000
0,41882872,223223,28,23202,29781453
53918831,2098084,2202084,204,179576,125212904
104329638,0,946534,147,69198,14970038
52684934,0,238492,47,8838,151873410
0,34805278,245606,12,12213,12900000
0,99925140,591779,43,48834,93008426
16450416,22081725,533944,45,227479,113622499
7558994,0,139194,4,100938,150000000
191730878,34805278,586125,127,47102,11022696
106585059,0,413223,13,41915,100833145
36465685,0,1940742,380,230584,302710615
42957951,0,3883084,338,40580,18329653
3694920,0,243321,47,513,4408636
112889565,0,470910,79,62659,358500000
5982169,0,16565191,1693,247834,139852115
0,239839671,1408208,96,144714,213420951
57219513,132569239,625211,76,89856,101653320
0,106585059,471050,24,62063,187995859
0,88956281,79250,5,47638,117615211
100178274,78297584,4612529,682,192251,174810815
184932277,0,544395,398,84211,178100000
87210690,37667610,23874791,3725,422689,113402302
106585059,1139651,806093,268,319975,104505362
15245929,0,8488007,1524,127309,90523726
86667042,0,9185183,1460,77043,160971922
19457982,17472666,3877503,515,199369,131237688
49706392,111787164,2018796,65,96728,76665507
148995615,49706392,286746,15,59172,66790248
0,28362289,3402767,1202,76579,136998907
0,1226045,587460,10,93042,113916474
12194110,17202618,707799,40,336303,247950247
104642616,0,663862,97,128898,68712365
53918831,0,817236,89,51994,57362581
112100478,0,57578,0,39086,75854588
33190637,41881203,284696,19,30837,52580895
10615259,0,2285717,212,161188,51019112
40256138,0,518530,77,9573,48563556
0,13855384,867661,105,157018,146162920
68354637,0,11362100,2327,92429,127990741
0,22077597,789276,41,22301,43343247
0,36681395,461024,21,33893,94215000
14297871,9377224,215806,31,21536,35627222
0,54459400,914922,128,107229,80594860
53975510,0,2173723,128,118307,163126676
0,5289101,201578,41,30964,49610898
0,14969414,732189,89,94571,29367143
0,220027943,2762937,86,158472,79564960
55956848,15666290,252418,30,114933,36900000
108476005,0,441200,50,83744,22489779
3091398,20460644,122585,8,15885,36404841
115927416,0,167570,12,25508,20133326
1323796,4088072,1774882,366,17291,59551283
0,3067618,353029,20,43945,29406132
74334656,0,6813456,1872,211563,41467606
5311,0,3706494,341,28303,17220599
136623867,18647158,314046,37,11637,18120267
80045696,0,1726127,803,24653,34668249
152579280,0,69904,7,136350,65532491
1801404,0,149842,4,27333,11203026
32485935,27392934,272814,21,15989,7756328
45727149,0,314124,29,37237,75566773
5289101,13904626,183186,7,49332,46598133
15245929,0,806893,142,17692,8488871
39883121,0,364094,25,19646,31077418
35196262,90764715,6214,0,3871,2154540
21006289,20556776,2086918,132,92737,164539660
35196262,0,1082186,7993,5259,73706
148995615,42957951,1285999,329,473162,227140757
184932277,88956281,296834,22,220483,353715317
82109392,0,1831449,534,100500,135808837
10716632,26396617,2145466,465,159283,165600852
53918831,2098084,5491984,637,122458,300400000
0,5792276,308034,23,14417,22730924
21120617,3129906,526055,78,95662,352135
0,24971492,2923108,342,164141,113417762
15580079,0,10885006,2010,36351,33175076
180397435,111787164,427715,13,74507,80013623
72968389,78297584,1217225,164,87814,49037621
0,63078756,1094384,0,47291,63078756
183502020,0,373356,12,92644,270340892
53547481,13229433,8985339,807,49487,31136950
41491375,58346823,10386772,1130,127168,76347393
114847164,96576880,2357321,581,426910,134000000
0,80312456,899884,46,213803,363728226
473745,0,167867,24,146190,227793915
0,1504429,320885,21,22429,71000000
85090007,0,4953401,511,76142,73239258
0,78297584,168811,13,31386,63781100
0,101324047,337751,19,11860,41267469
13130548,1097889,257924,25,65556,56438555
42487029,0,252906,16,76753,156167015
0,152878928,14839319,4122,94427,91678442
64962645,19619107,237254,16,43465,24160216
5289101,0,1686233,111,254426,60437727
72968389,0,8518372,5619,153464,177535958
0,2547793,2870307,59,35408,36197221
0,27098853,11722466,2178,258395,12342632
4661252,0,3286820,269,22853,5664251
6567865,0,340403,17,25369,11756922
16306032,0,4956665,443,197953,116638030
72457700,42899917,157693,1,141775,55001689
54210376,17893515,716289,56,31254,22108977
55956848,4284689,2603012,198,736969,672806292
38715291,0,227335,33,128385,45688337
49197301,18400291,2086555,184,35888,7684524
1509456,8378898,21001312,2815,134466,351774938
217742101,122792643,10272024,1037,373268,257878294
0,161180668,726169,32,238719,314709717
88956281,0,248511,22,58641,177835231
23360326,2887915,14901866,19496,361306,332000000
0,78297584,6257239,785,347499,457507776
0,68508475,114728513,42252,240335,570998101
136558130,0,638041,45,104611,152266007
39767901,0,858294,61,78324,190212113
144799396,54459400,19247531,3414,215986,149804632
57619771,0,464355,40,74650,132440066
51163383,0,31714849,5183,129881,102461593
107530576,0,10874801,1247,504916,224922135
0,5556744,4048866,166,136058,93800000
23360326,2887915,684374,33,302460,244088654
33190637,101005947,17238954,2412,92263,106511453
84240911,184932277,3154052,317,68795,95001343
36465685,101854141,32888253,5710,103082,156553592
54654188,269623,1023805,68,51045,120612565
64962645,0,15508387,2099,155998,197232734
41016147,0,390929,39,118687,75505856
133746607,0,11507765,2648,114021,75236415
10621434,63351833,969939,83,130536,150886329
98867410,0,1382197,8,171212,71300000
0,18400291,669965,66,112433,70836296
0,51354899,5333205,1089,118213,205400000
65098309,0,1129570,191,33243,70121252
85343206,0,2574285,1273,89952,145238250
14590729,185438609,11293694,1635,112334,163527824
53547481,0,2112559,145,151292,64087443
93286,0,1024639,102,78441,187384627
16707767,32262053,7830972,684,213475,162610473
20660375,86959802,460713,85,89077,58767833
13130548,0,393966,40,36859,57825111
195533,7875922,1355159,132,79638,71743823
3144626,42994657,3142123,1031,54391,87949859
63523102,873419,649897,10,108510,75389090
136558130,0,5742191,138,179659,87145086
5982169,0,3959956,664,216681,136123083
87210690,217742101,512465,20,892251,104407366
89839362,28434237,6607176,530,123036,39939072
57219513,15628041,511201,100,21367,74156610
17290324,0,2672780,284,245543,121032272
42487029,0,124475,9,72116,191200000
25070635,42044106,7247407,581,177336,127234389
64271764,0,19209,5,8075,49851591
104642616,84708677,845730,7,152444,92111551
9024615,0,1202831,64,117783,114830111
0,62176645,2947273,498,38953,55249159
101566392,0,709325,20,56202,106548738
6274677,17030799,2159307,187,26835,65282732
136623867,21060320,263254,5,48344,45916769
0,362607942,592435,56,91926,141484812
78297584,8359182,414482,7,58877,58250151
180397435,0,118661,6,17940,44948240
2866106,0,618766,101,95954,41668854
13130548,0,198822,16,20856,90717684
0,209703172,946128,60,199857,101162106
0,27098853,749087,153,31283,41294674
0,5209162,716141,107,107656,38176892
13903580,0,3171668,479,70581,34416893
0,86667042,11267145,7474,88842,126069509
222117,0,8518859,2425,87290,42500000
80312456,1204356,108556,7,30601,53864342
17186911,0,547726,56,99287,55696705
0,91270251,198516,19,37119,50071069
37792,33802414,5391521,1003,51507,49686263
84851658,0,10135545,1614,142855,86778557
5792276,6836241,6226553,2036,19315,31835600
57619771,0,584786,151,85212,31836745
0,6831712,5823764,278,60894,59795070
31871721,103088501,956358,65,37395,46666955
19457982,0,444160,29,25726,30199105
4884900,11015824,290413,11,42825,31670620
0,66385267,131892,11,12332,40435694
9024615,0,182589,17,72613,65754228
0,2733975,152124,29,38156,62226214
64962645,13721818,3358518,289,71229,32645
21060320,0,108392,5,14176,24172899
64962645,0,6875684,1016,21816,22433915
13903580,0,336277,23,11551,22365133
23634420,1148761,378576,36,24172,46176322
16450416,9379170,114309,9,17210,20278055
0,49864135,802339,119,51966,37750754
0,17109695,1023904,66,83125,60862471
5771212,49706392,145560,16,14613,14942422
53918831,0,77031,10,28246,14551088
0,152579280,11011595,1196,154557,169590606
31182463,31359653,203996,50,8875,14375181
104329638,0,5780756,744,147660,21000000
0,19619107,191553,17,19932,14448589
9801390,0,71995,9,18096,14358033
56830970,0,499691,21,44634,35195939
25268680,25268680,570956,64,15721,25693998
0,1801404,212355,12,10736,13508635
17472666,0,370268,50,17500,13208023
58595841,132569239,1660157,332,36658,13838130
15580079,0,10885006,2010,36351,33175076
46279451,22977932,159803,38,3018,7000000
10759369,3144626,621232,43,24804,10717421
10621434,58346823,1975932,977,125396,17033431
49073571,0,303629,9,20408,7974607
1052668,0,43117,7,4893,12624471
70122506,0,156135,18,15685,16172200
149954470,0,5036547,548,197929,32030610
117777459,0,399054,37,32156,20790486
891801,41553,366635,327,2506,915840
42930943,0,4995424,564,30599,13644292
0,109238167,420624,34,20786,20722450
188565799,0,445003,45,192068,118537627
15331599,0,1013568,225,56521,7487370
16265203,13130548,593424,806,22474,7729552
2913989,0,472816,6,67350,14938149
72968389,40311790,4827778,965,23301,38899792
332615790,24985277,4298109,565,194745,88069880
16176962,0,835328,79,16437,1043531
4898282,6499125,66954394,31703,68642,26738000
0,16541108,1775021,138,119727,63387284
54654188,108476005,30840857,12476,282637,206512310
0,11604859,2369197,324,78006,81150788
0,20712195,186485,7,6038,6429865
11864317,19340622,256280,59,52240,59950623
41488380,53918831,4272774,443,48725,69807260
0,22059528,1081062,77,38079,119627047
0,25580641,6118877,806,86345,182365114
0,82109392,3306284,191,170267,205298907
7558994,0,222555,10,63023,120000000
0,8669584,2140684,249,25629,57987299
0,97349759,1383698,69,98025,116809717
106585059,2583155,463538,27,79131,73956241
0,13385,2104970,159,31707,50970660
0,63523102,670714,58,20014,29544532
15245929,0,1178309,504,8704,24515990
104642616,17890569,277848,21,141736,58394308
80312456,86959802,446273,45,14545,17378193
144799396,0,2393394,424,35542,19317765
101324047,0,272820,8,18332,10229300
53252595,2262294,703004,67,274919,27501814
108476005,0,1990132,209,130469,94763758
0,6504442,75459,5,10219,6504442
891160,0,63468,3,4832,623374
0,22244924,683355,74,54677,17830244
60754126,6389278,5280526,469,110712,58792011
25160472,32254246,98771,18,6779,5473041
111787164,10621434,1741866,125,17172,9813309
40715769,53918831,40360128,7678,171582,173567581
148995615,0,2636167,224,292030,152566881
104329638,0,1234732,86,256734,168167798
360722214,0,3758819,249,332908,98230839
349339,0,303600,27,247947,48446802
55956848,42418266,644944,69,76784,55909910
14678471,0,2418676,417,18579,96068724
0,106585059,371543,20,102707,102226631
65098309,3801207,688621,60,62315,117448157
0,28434237,16244723,2054,330740,144900000
53252595,16992502,865397,489,39483,717
180397435,21130149,271509,26,50220,160000000
9379170,41965342,5660341,642,142946,65967750
148995615,27820818,96152,8,32274,23360779
108476005,9222008,1395183,53,39527,43797731
122792643,0,10146056,1605,44316,24935799
5792276,17788084,144938,2,8736,13052741
1139651,0,139068,11,12562,14378353
80045696,14273309,2445172,214,77973,97143987
1139651,0,473685,31,229272,12532777
13158901,0,190579,41,9107,67029956
19261972,52224614,318446,6,15419,38283765
122792643,17053291,14564666,1807,606611,465764086
119637182,0,289582,24,186418,310332636
115927416,100178274,5268353,1091,280816,411348924
26207011,68062699,2151186,434,3959,4020990
0,87042002,2796783,184,234994,305705794
20112518,0,330325,70,87968,197692062
89839362,104444424,5828640,420,366011,212417601
101324047,0,2010289,127,252180,252276928
10177,226690486,212566,10,66506,139000000
89839362,0,4314426,487,101810,175361578
64962645,34934288,100580,5,133181,182291969
14969414,17186911,4093122,303,196798,81159365
27546819,0,16436197,3982,103448,140949327
52224614,45187447,124578,8,34760,102115888
131642286,0,981385,60,148262,231711151
10910584,53252595,972687,23,63939,83109359
84635231,5946846,604938,60,62844,113354449
6373364,0,2726406,491,157130,117729621
0,2144627,6280125,3065,82045,85911226
220027943,60054917,691185,44,130522,56968169
0,34805278,5685045,483,21551,60376247
332615790,0,8984726,3663,54822,96096018
9373570,58415215,3211442,861,33013,53293628
85437510,0,11710690,880,283300,146595891
0,57619771,6210261,723,124087,53260198
106585059,0,901693,70,66921,48169910
98867410,0,11571960,1475,107415,65200000
58368048,43834938,2495677,358,32054,95104304
38133609,12194110,632001,39,127958,89102315
43834938,0,99576,6,33017,70187088
1970295,7371578,256721,6,41871,65063726
0,9379170,202541,16,26669,58405313
16450416,104642616,1013780,60,233009,65303052
3138443,34759073,19237613,9113,208084,103787401
90746064,0,8994584,1905,110892,95825125
144799396,0,1154937,300,110230,85761789
85437510,0,13363887,911,315461,165103952
0,26041491,936032,54,42172,37481242
65098309,0,40515070,3467,31917,33422806
10759369,33994494,1869753,526,54659,99423000
25070635,0,929878,70,529364,111854182
104642616,0,663864,97,128898,68712365
0,176190574,168958,17,8485,46309644
0,1934925,513331,69,97719,70064800
0,56830970,2285207,141,173889,116209001
220027943,7208251,1327855,86,106377,37304451
16521474,0,6792703,2022,89113,77220596
0,774484,648748,96,45346,31000000
0,7407156,448340,28,41980,52649951
57219513,0,575969,35,50587,26613620
41179538,19619107,1765988,594,28988,35426759
9379170,17186911,102609,3,32625,25078937
86959802,21060320,7637477,493,28610,23287872
0,24449966,881652,137,20588,97799865
100178274,21060320,217888,13,17731,28391473
1490086,0,977806,131,80148,20847266
0,36849578,230312,31,49854,22913677
218238397,5792276,20057220,2346,58575,50363790
32147612,0,6943198,984,66539,86648359
152579280,13576338,425402,205,16518,64188387
27872684,30746754,451340,27,55900,33422485
6924,0,5871113,1139,53956,73026302
144799396,101365680,1749856,104,65709,34480045
152842629,0,6696356,797,97939,31393201
68062699,29882645,126806,4,28865,29882645
41491375,0,768463,78,93940,48543388
0,264405066,294247,17,53125,41666476
57219513,2878272,106382,39,12787,39340177
888985,16434861,672052,86,12179,15471969
3456686,0,537709,35,24133,16519460
64271764,0,571113,62,42193,63211088
10535299,95577742,205090,9,4987,14587732
18575971,58595841,1556405,162,57249,20606053
17186911,0,273006,15,29216,24405825
93196236,6999314,242310,22,12304,13601109
0,6817038,354818,26,47494,31878891
0,21388545,168528,18,32776,12254746
85343206,42930943,1493436,130,140821,61721826
10759369,1970295,159180,8,11885,10319915
62940472,38715291,4149303,498,49357,18376443
72457700,0,2482647,555,15292,11559747
151479470,78425266,4427060,1342,50795,10157534
15245929,0,929210,264,15639,11600000
152842629,16999495,11172839,1579,90883,61173364
7502795,5052868,384243,60,2287,6448817
68830627,135936571,95821,6,73834,42064105
0,468570,143264,13,10538,4651977
0,20112518,828298,59,29232,16830252
10406201,2435973,127982,10,10592,1500000
30746754,630779,57114,10,11419,630779
89996987,25833235,31080232,3169,330716,348319861
60879424,19046137,7156114,621,24856,12819501
41016147,0,489169,29,37813,32014993
87210690,0,1224292,103,197442,15461638
9373570,1851303,15868,0,8487,11263966
5289101,25580641,4402109,1314,38150,17967746
0,18677704,5459306,973,90728,205312666
0,79448770,17757674,1701,56555,63802928
0,176981,98863,3,3843,14291999
82109392,0,4190930,212,25018,27805632
320173723,0,975965,135,22210,29890402
31182463,0,11925146,2080,17031,50000000
183502020,100178274,1030726,41,189919,236500000
3091398,13240183,198969,36,28204,79958599
65098309,0,468139,58,69292,492734
0,13570543,2088643,435,4676,10392666
23474862,0,5469153,994,50594,62831715
0,22950501,3529921,818,47059,165552290
49706392,0,2214534,670,118255,62020814
89227767,0,162037,16,22643,47267829
12632804,12506723,8451333,1032,128017,54533774
0,8028822,1115459,159,52543,4205160
41491375,0,7884728,343,87102,41495213
9379170,44397438,67090,0,25327,8408835
131642286,0,5090914,283,196856,112964875
33190637,1204356,908820,97,158253,220236410
58368048,0,485086,32,65532,152036382
9373570,7375491,337520,14,21107,116898028
91776617,0,332266,14,66648,59450353
18400291,0,507467,92,67647,99296462
0,10828971,3766448,330,225290,289527030
0,114847164,8665262,973,324843,126539117
0,927877,351719,35,56059,89441732
64962645,9373570,249531,19,91785,82339483
35296402,19093528,413875,39,48230,70587268
64962645,0,5519818,497,39211,48425971
65098309,14098714,292317,41,20650,37911876
37667610,0,6810409,170,401005,140428499
1139651,27027,3854370,927,40740,36299670
36465685,0,168669,24,169886,35063732
53252595,0,109989,9,10369,39498360
210045800,0,486825,39,193280,61477797
0,86959802,445664,24,71624,18552460
5864146,0,2257767,318,19366,29948322
5289101,0,425949,21,54480,16640210
56830970,86355430,4153363,769,89957,18195238
17503276,0,2128116,286,21828,10956379
122063724,3541611,2028231,171,62380,27392609
37852357,0,24951,4,8150,2899970
104329638,0,37515,11,21865,1308696
58514381,20206097,717200,80,471684,81250488
0,17632805,4850084,195,51505,43603990
112100478,152878928,8354607,742,36256,36131497
0,64271764,269783,21,55007,258210860
0,106585059,1868659,157,274017,160558438
13189290,0,256786,23,72363,210300000
131642286,12131586,12194453,1303,518331,164350409
80045696,22736870,144791,17,31226,30885781
101854141,0,352061,35,52180,53208180
10621434,63523102,1955307,293,85376,68079671
91776617,75627836,47935163,1132227,285775,229034050
17053291,0,5355670,1037,73377,100655892
58368048,86959802,168473,10,64564,115021008
10049308,73565,449360,35,179523,306773652
68354637,0,1296181,101,167342,228641283
55639069,0,2163940,213,206268,144044409
57619771,15245929,8788185,2088,659999,364545516
9024615,15586942,7901107,1925,270703,283200000
0,96576880,10654170,670,153723,197618160
57219513,184932277,452390,48,14608,15826984
106585059,5533076,1596163,53,167220,136706683
180397435,5792276,1070108,53,148808,200500000
86355430,11300869,1855525,416,92124,116631310
60879424,0,1273617,75,192514,167791704
0,33994494,1885137,116,100916,191502246
36465685,23251379,407607,24,167416,212400000
83291712,14433248,3430911,326,551991,115646235
48235077,120836043,9393650,2750,61285,85373733
42930943,2913989,278190,30,351200,156822020
92808535,0,814728,47,509953,231969716
64962645,99925140,76853,6,126882,176885658
66235,0,3708433,242,417072,81000000
13719481,0,1578085,90,129087,76800000
0,11607896,15120544,2438,33178,79478344
34934288,0,227041,12,13009,74787599
85343206,80045696,1682928,87,117390,160502573
104329638,0,1709665,88,278034,166842739
100178274,0,225004,15,109970,107054484
45923434,0,15848486,2426,191372,115121608
152842629,55956848,8134869,590,446221,170466405
19261972,0,251233,12,19442,71172251
0,88956281,1461575,126,35516,133085295
86667042,0,3280322,219,224879,105173042
144799396,206572580,1645411,55,112846,92494381
0,14678471,717568,47,19859,81529000
65121280,21707093,509728,5,38407,65121280
0,224670158,93499,5,126462,54600000
20660375,0,559213,35,315147,162838373
116056753,57219513,5790830,1148,20767,122529966
104642616,0,2012048,108,205612,83282296
112100478,0,298119,19,30014,52880016
10177,226690486,125563,5,45974,70200000
25741535,48374090,2837209,407,15691,62432423
13189290,64930912,134332,11,71229,152627960
4551,131642286,1337801,88,101761,56068547
27872684,30148544,563301,32,40250,45892212
104642616,0,5836639,928,198940,114770654
0,102228742,7059578,568,237133,78571737
37667610,0,20293471,2213,164963,94207861
0,17632805,6145386,844,162879,91388487
0,46808895,15893486,1358,108400,69057415
239839671,41881203,165786,4,44517,47902566
8547739,47084487,6075947,396,49006,42385520
0,292218,804523,58,26659,51618420
33190637,44995764,918981,47,191943,53572822
45718,0,804276,62,142434,39568996
0,360722214,7498972,895,291229,70768144
5290426,0,2562429,542,90660,84646831
64962645,10733484,274800,20,56265,81613606
62940472,0,1632419,137,116998,38122000
12915795,62294265,405031,36,51562,38747385
0,103691716,1204880,116,163167,65343694
19714288,0,536951,64,37786,51327406
57619771,0,320261,22,51457,61449135
20112518,111787164,6404606,244,22330,65390493
71395927,8991495,2012420,1256,34439,41457834
65098309,21060320,180526,13,12798,31090224
7077825,8734750,1517121,220,114711,31691649
