Actor1_Rev,Actor2_Rev,Year,YT_Count,YT_Likes,YT_Dislike,IMDBVotes,imdbRating,Budget,Revenue,Rated
54576310,0,2010,271352,438,29,76761,6.4,25000000,29863840,3
30766,0,2010,7442557,21450,1853,41756,5.6,25000000,23900000,4
72968389,0,2007,51202683,374764,15243,74792,6.3,25000000,40686409,4
68354637,8769830,2002,442165,394,30,113881,7.3,25000000,17800000,4
4012588,13310112,2004,960817,414,65,166803,6.6,25000000,20718223,4
3091398,48374090,2002,347458,171,27,12590,4.6,13000000,19233280,3
78750325,19947159,2006,90036,304,16,8831,5.1,26000000,21970831,2
8734750,5009542,1996,110191,200,20,4232,5.3,25000000,36682170,1
0,4702708,2009,818615,5615,572,78222,5.6,16000000,114882598,3
34443972,0,2008,1616670,1447,134,61442,5.9,8000000,22910563,4
0,8583690,2000,14762,19,0,9560,4.7,25000000,24355762,3
38979766,32722334,2010,3343679,23981,280,16871,4.8,25000000,16727470,4
23474862,0,2004,239662,347,58,176301,6.8,25000000,14544008,4
10759369,0,1996,150833,150,4,16497,5.4,25000000,51702929,4
18320504,493586,2002,134258,101,15,11339,5.1,25000000,13973532,3
85152943,131643068,2015,11308746,31761,883,105254,7,30000000,42642077,4
0,5767150,2011,6012059,29211,1564,21317,4,25000000,18872522,3
29194855,16196604,2014,3735956,2248,287,41553,6.8,25000000,29276904,3
0,27306595,1985,148875,324,11,16303,6.1,25000000,11603545,4
19626708,0,2010,103365,132,12,24521,6.9,25000000,15907411,3
0,23474862,2005,386317,56,7,45109,7.1,25000000,13424365,3
20112518,10997656,2015,7530323,17780,1143,26033,6.9,26000000,9144459,3
62176645,131643068,2011,4919459,10042,489,351191,8.2,25000000,24215385,3
114888,0,1996,480492,751,21,25030,7.1,28000000,27572844,4
2243485,20206097,1993,114690,311,5,22468,7.7,25000000,10731997,2
11804572,152842629,2008,679025,60,1,18118,6.5,25000000,10796776,4
0,39883121,2002,146792,247,20,8017,4.9,25000000,12219367,3
54576310,0,2012,4336042,3444,166,48775,5.9,14000000,82925064,3
31359653,0,2011,1783771,1512,201,46903,7.5,25000000,11253821,4
9170090,14793547,2006,135722,108,8,14816,6.7,25000000,7164995,4
24940852,100633,1991,649766,2343,103,5245,5.9,17000000,9286314,4
210045800,47071889,2009,1662014,1685,429,184807,7.3,25000000,8025059,4
0,672058,1984,200973,12,1,3433,4.8,25000000,5778353,2
0,4640169,2005,429100,608,33,4961,4.1,25000000,5654777,3
14035944,0,2001,10566580,22263,988,11547,4.9,25000000,4847667,4
80045696,1455547,2005,1058302,1587,91,45525,7.9,25000000,5100000,3
49706392,0,2006,2214537,2898,670,118255,5.6,33000000,62020814,4
0,11395764,1995,221589,554,31,25384,5.2,25000000,4064333,4
9636694,7875922,2005,54202,80,6,3272,4.2,15000000,3998889,3
0,17561875,2008,283050,312,26,61095,6.6,25000000,20052958,4
0,5946846,2005,1054094,815,1030,31101,2.9,25000000,3605420,4
10716632,35579716,2005,105876,46,1,15325,6.5,25000000,1415656,4
26396617,90764715,1998,291744,425,11,5945,7.2,25000000,780326,3
12508445,53547481,2008,122272,205,7,9503,6.8,25000000,1190003,3
152387163,14969414,2013,1736123,2070,134,76208,7.8,13500000,88719,4
5289101,0,2009,850924,531,80,66092,6.7,20000000,12413949,4
0,59033341,2010,78443,111,21,2481,5.7,25000000,146149,4
22012710,0,2013,5707280,7599,582,0,0,25000000,71009334,0
21032458,19426684,2011,1735956,1088,183,35238,6.2,25000000,5297411,4
83389159,37951476,2014,3961848,11632,495,6904,6.5,25000000,129115,0
53397,15176118,2014,127168,63,57,1171,4.1,25000000,91116,3
0,34805278,1988,192287,269,17,54333,7.7,14000000,10447579,4
58095706,79943701,2012,697300,1305,165,34445,6.1,25000000,9313302,4
10177,226690486,1986,103553,89,2,64482,7.3,25000000,133000000,2
53918831,14527,2006,22594715,101341,3058,169867,7.2,24000000,156229050,2
1635389,9024615,2015,22929170,48705,14184,118049,7.2,105000000,128131571,4
0,62176645,2016,2223670,2753,294,14050,5.9,25000000,2976636,4
18622091,27392934,2014,11609565,27225,3484,16086,5.8,24000000,70027933,3
55956848,3405502,2000,118354,156,8,92334,6.7,24000000,85527867,4
10716632,0,1984,7555548,12002,2508,54626,6.5,8200000,62989834,2
3801207,33190637,2003,262220,238,12,190441,7.2,24000000,86765463,4
101324047,105329461,1991,594668,939,25,65551,7.6,24000000,41798224,4
0,891801,1998,492675,547,25,57388,4.6,24000000,40020622,4
1490086,0,2000,2142949,4747,245,16927,6.9,24000000,32662299,2
0,27098853,2008,352284,257,34,153757,6.6,24000000,36856306,4
78297584,0,2000,98778,73,10,30462,6.3,24000000,27732366,4
104329638,152579280,2009,2277594,4464,592,112131,6.2,25000000,67348218,4
22572504,13260735,2001,42517,38,8,5558,5.4,24000000,20218,3
0,42044106,2004,751312,21,0,23457,5.6,24000000,16980098,3
60791544,5181870,1999,117133,49,10,15154,6.2,24000000,16304786,1
0,555288,1978,297994,550,43,11308,5.3,24000000,13000000,1
3615616,965137,2000,306687,686,33,11922,5.3,24000000,12372410,3
20112518,97261285,1999,3119077,5686,314,10336,5.4,24000000,8427204,4
0,5864146,2011,485549,408,47,16984,4.9,24000000,9500000,3
8685676,96901,2010,6645496,8613,2061,74608,5.5,24000000,24900000,4
17186911,0,2004,489910,2466,41,13129,6.7,23000000,8292914,3
1607738,54654188,1998,103899,45,4,2318,3.9,24000000,4356126,2
7119448,0,1993,165640,379,21,2623,7.1,28000000,669276,1
12131586,0,2004,14257,16,0,2979,5.1,24000000,1696765,2
71395927,35792945,2010,6766233,5609,323,83048,6.5,24000000,35792945,4
0,35484524,2004,1298679,7767,432,229693,8.2,24000000,4520887,2
107530576,97261285,2009,3549611,6488,363,404676,7.7,23600000,102236596,4
0,18400291,2005,34269843,176222,8182,330613,7.2,207000000,550517357,3
68354637,0,1998,2158597,3539,246,123712,6.1,20000000,190191646,3
40417062,184932277,1980,4229623,30319,668,890313,8.8,18000000,4548170,2
0,218238397,1995,874384,437,18,180791,6.8,19000000,9200000,4
1052668,0,2000,903794,1448,96,187790,6.7,23000000,112036870,4
62520766,104329638,2011,230153,326,18,194928,7.1,12500000,77735925,4
108476005,0,2000,1358321,1160,148,198849,7.1,23000000,53182088,4
0,6525253,2001,1859805,147,5,20436,6.1,23000000,26714909,3
60754126,0,2013,4131582,15020,420,383598,8,23000000,48531242,4
45121177,0,2016,4965164,8496,214,52565,7.4,23000000,45121177,3
41882872,54654188,2001,1180814,1229,272,54936,6.6,23000000,21973182,4
0,30916241,2004,946455,1664,52,30706,6.1,23000000,12291975,3
8685676,0,2000,15804501,121064,2321,4006,5.6,23000000,13019253,3
0,10910584,2011,1792836,2123,278,74075,5.8,23000000,36374700,4
28362289,0,2008,144041,199,15,3257,5.2,23000000,11778396,2
131642286,72540,1999,539621,517,17,18199,7.2,23000000,10660147,4
29035001,63510707,1991,151833,258,13,15025,6,23000000,7018525,4
927877,0,2004,140257,192,11,17771,6.2,23000000,19123851,3
9379170,117002087,2007,2713402,4194,211,217580,6.8,25000000,71912310,3
14986221,55306900,1987,71634,170,12,142392,7.1,22700000,38119483,2
101365680,0,2014,4636191,8182,626,58090,7.1,22500000,30864649,4
1635389,0,1990,25116975,160261,19870,160136,7,22000000,517600000,3
15245929,2039004,1994,1292060,1278,102,70156,6.4,22000000,189800000,2
10621434,0,2002,174268,25,2,27249,7,20000000,75456736,1
71395927,0,2007,1884178,2438,135,45722,6.2,22000000,146590987,2
92808535,0,1995,644621,1630,58,57291,7.5,35000000,175516617,3
1970295,0,2001,1024292,2160,271,48794,4.8,22000000,55762229,3
84635231,0,1982,247136,339,20,180867,8.1,22000000,127767889,2
0,32886,2014,631535,2712,87,58025,7.3,22000000,46214579,2
0,4916162,1995,629534,650,45,50475,5.9,22000000,372245,3
42930943,0,2001,883456,2222,61,125722,7.6,22000000,92542418,3
9350693,38658496,2014,4270182,19964,2407,15981,5.7,22000000,70949793,3
0,24971492,2003,6731627,20394,880,217441,7,22000000,95708457,4
34243379,12837432,2005,522597,1150,33,64045,6.6,22000000,35945749,4
136623867,0,2009,3497596,9895,291,54376,6.5,21000000,41771168,4
20369407,1916854,1993,625294,351,14,13794,7.4,22000000,25842377,2
1970295,13260735,2005,385048,358,40,42221,4.6,22000000,45273464,4
60879424,230628981,2013,3588893,8898,443,62610,6.4,26000000,70536870,3
15580079,0,2015,10885031,36706,2010,36351,6,40000000,33175076,3
41882872,18400291,2001,375624,547,15,34049,5.9,22000000,25873142,3
8701793,41882872,2012,1140124,2728,160,16655,6.4,22000000,77229695,2
42994657,25070635,1999,395151,543,39,31917,6.6,22000000,19288130,4
176998,219,2001,222854,373,20,132047,6.9,22000000,33762400,4
152579280,0,2005,439633,570,40,270589,6.9,126000000,35800000,3
191730878,104329638,2016,11078298,22499,1934,86493,6.3,22000000,27927631,3
41491375,0,2013,9289836,22211,936,87332,6.5,22000000,51695362,4
5776,9471123,2000,225012,607,42,7580,5.7,22000000,13555988,2
17109695,0,2004,205745,379,11,57807,6.7,22000000,20034713,4
59726221,157,2001,639456,1982,272,2290,4.1,22000000,5637512,3
0,282320,1970,37761,36,3,1596,6.2,25000000,5000000,1
62884961,151479470,2015,8197447,1598,665,30207,5.1,25000000,69698495,3
0,33358786,2006,1972346,4181,155,61578,7.8,21000000,27238354,4
0,27688878,2012,3855122,4534,432,30107,6.1,2000000,13600000,4
0,45221194,2008,2313321,8030,416,17265,5.8,22000000,25044057,3
0,35579716,2014,2375950,3157,198,53561,6.3,22000000,19563579,4
4685314,96673,1977,367139,733,39,10506,7.7,12000000,12000000,2
64962645,81475107,2010,7337154,5785,435,35797,5.4,22000000,4065020,4
97261285,0,2013,4960235,10932,410,87108,6.8,22000000,15434375,4
19046137,16006993,2007,469302,406,26,137687,7.3,25000000,92987651,4
13677676,16290214,1996,42469,78,5,12600,6.5,21500000,22331846,3
101324047,2913989,1999,123072,150,11,71792,7.2,21500000,24419219,4
0,35017,2013,1973354,8042,873,7227,6.6,22000000,162470,2
74363777,12820490,2012,306551,903,32,70971,6.3,17000000,74363777,4
92808535,6571154,1982,541346,768,75,20659,5.9,21000000,45785720,2
34953170,0,2007,1940739,2528,334,92437,7.4,9000000,48977233,4
87633985,0,1993,558353,858,95,25991,4.8,17000000,42273609,2
9024615,0,2001,1312478,3444,126,23278,6.3,21000000,43728560,3
122792643,0,2012,418136,541,24,556807,7.8,21000000,236412453,4
0,101566392,2007,1082602,63,4,54732,7.5,21000000,43632609,3
41491375,0,2002,8049662,1402,682,246067,6.8,21000000,43928932,3
19303,0,2008,6826040,15585,665,83068,6.6,20000000,39319801,3
60205982,0,2009,316602,431,7,46692,7.1,17000000,10108016,4
112100478,0,2008,36203,69,1,15462,6.1,21000000,17589867,3
37667610,31359653,2002,43041,60,0,12261,6.7,21000000,6830957,3
52835214,21137817,2011,1206476,1069,38,155665,7.1,20000000,81452811,4
0,100912630,1999,846198,2631,215,2353,5.8,21000000,17396,3
49068174,0,2011,1515624,2001,672,41520,6.7,21000000,5046038,3
0,56830970,1999,908050,974,71,79559,6.8,31000000,2840417,4
184932277,0,1981,794071,798,33,695542,8.5,18000000,389925971,2
8685676,0,1977,410157,672,43,145332,7.7,19400870,337700000,2
0,18033322,2006,654370,710,99,25506,4.7,20000000,20230986,3
117777459,2039004,1987,120252,53,3,88173,6.4,28000000,276665036,4
39767901,0,2003,262734,58,8,30750,5.6,33000000,164675402,3
0,275726716,1991,1513152,2798,116,944487,8.6,19000000,275726716,4
48837028,434139,2010,4473041,11419,385,49139,7.1,20000000,117222007,4
0,51163383,2013,38776087,70389,6022,323843,7.5,20000000,318000141,4
28362289,0,2005,1475307,551,72,23705,4.6,32000000,98114471,2
188565799,0,2007,445011,1206,45,192068,6.9,20000000,118537627,3
18400291,11015824,2003,1710731,2235,183,218758,7.1,35000000,131945303,3
1437622,19714288,1995,20765664,92837,9929,84602,5.8,18000000,122133227,3
45718,0,2004,682833,731,39,46253,7,30000000,21577076,3
26296359,47468425,2004,1281478,1395,76,103364,5.5,37000000,111448997,3
104329638,0,2011,11019802,28326,4978,209656,7.3,20000000,175507800,4
0,56198494,2003,1954001,1444,275,60821,7.1,20000000,71232214,2
0,6525253,2010,952246,1729,52,64508,5.9,20000000,92678948,2
103958767,5621348,2013,5775822,13460,601,476931,8.1,20000000,50628650,4
41179538,0,2010,454978,345,20,7906,4.5,20000000,60831067,3
104642616,0,1990,1701640,4985,126,372536,7.9,20000000,53976987,3
139982856,0,2016,27449450,182362,2683,107528,7.4,20000000,205445075,3
41179538,137308171,2012,795320,3099,133,7699,4.8,20000000,65623128,3
86959802,0,1971,477999,715,27,85547,7.8,1800000,41158757,4
0,8195388,2006,2292418,3810,188,51597,2.7,20000000,85146165,3
0,287590,2002,44453,31,4,14043,5.8,20000000,109862682,1
60481272,0,2014,4936208,19651,664,66486,7.5,20000000,66776908,3
112889565,4284689,2003,9694178,16590,2276,12208,5.4,20000000,47840957,1
962838,0,2005,3829560,4332,549,26700,4.1,20000000,67192859,3
0,25452058,2007,162002,78,5,63993,5.9,20000000,81461343,3
88372925,9550163,2000,218844,34,1,13805,6.3,30000000,96147688,1
40445332,10927476,2015,39569306,157322,26863,20859,6.8,20000000,43658157,2
34335,8195388,2007,8065934,41680,3641,91506,2.3,20000000,86858578,3
62940472,61310755,1982,10585481,3141,1956,116809,6.9,20000000,63356133,4
224670158,115927416,2015,2478245,7888,559,258883,8.1,20000000,92217729,4
49706392,51163383,2008,572967,540,51,41613,6.1,22000000,44821299,3
0,10049308,1998,412183,149,11,5614,5.5,20000000,37672944,4
14261797,74313702,1991,88337,292,11,1049,6.5,20000000,381541,0
43834938,64930912,2006,312608,418,33,28520,6.2,20000000,41342180,3
104329638,0,2010,1491791,1012,134,81474,6.3,20000000,67950723,4
0,10469235,2010,9706588,25664,2172,40174,3.5,20000000,81424988,3
85343206,0,2006,896114,62,16,250666,7.5,25000000,132121212,4
89839362,0,2014,8059768,14356,1285,57740,6.6,19800000,41296320,4
0,69919865,2008,281435,273,30,102955,7.5,20000000,53191101,3
13505666,14733453,2004,1554763,2943,239,139657,7.2,30000000,50948811,4
0,267,2013,14792498,32395,7388,52629,3.5,20000000,32014289,3
7018543,92808535,1969,218776,0,0,9703,6.6,20000000,31678778,3
42930943,23474862,2008,217662,292,49,141972,7.6,20000000,57293371,4
17619434,41022835,2016,3959940,9830,1237,17131,6.3,20000000,46164361,3
927877,0,2002,1091047,1632,116,78413,5.5,35000000,30100000,4
1945670,0,2011,367828,503,31,57332,6.3,19000000,34400000,4
10716632,21062410,1998,874870,2062,81,93249,6.5,20000000,55576699,4
0,19046137,2010,1561539,605,93,56768,6.9,20000000,46604054,4
9379170,0,2000,270265,395,16,147367,7.5,20000000,47881663,4
0,19619107,2008,1042325,1906,176,27147,3.9,27000000,44513466,3
0,58415215,1996,311135,400,25,10345,6.1,20000000,12314832,4
41491375,0,2008,633318,353,41,155687,7.3,20000000,66143005,4
36465685,0,2004,1163791,1747,83,705824,8.3,20000000,72703462,4
9024615,86355430,2008,1418170,1593,90,96830,6.8,20000000,65454793,4
852,12971000,2013,6190777,18948,811,197222,7,20000000,33408732,4
0,9983941,2007,367677,1319,34,16497,5.9,20000000,30703845,2
0,4499116,2009,1998291,3355,387,108413,6.5,20000000,51445503,4
21686761,0,2010,631030,74,2,104859,6.4,20000000,28712974,4
8114020,0,2006,725657,2006,94,26462,5.1,9000000,23187506,3
18449916,0,1990,233768,241,21,15865,6.8,20000000,21413105,3
17632805,0,2010,347233,683,96,11362,5.3,20000000,48958353,2
12578742,0,2006,31629988,238281,15660,40366,5.3,20000000,38164784,3
28414633,13649042,2009,5508267,11685,515,5427,4.8,40000000,29870801,2
0,21062410,1995,3393982,10254,465,35602,6.8,20000000,27688744,4
0,82494263,2016,28880351,158248,7755,63393,6.6,20000000,61680792,3
6211738,0,1960,616391,1142,110,446526,8.5,806947,32000000,0
24060901,0,2008,2163594,1218,159,38117,5.9,40000000,19151864,4
45918157,0,2014,20532437,37535,1905,33305,6.3,20000000,34718173,3
9801390,0,1981,44700,32,2,2165,5.4,20000000,18826490,2
23121740,50584320,1985,157664,388,11,34823,7,20000000,18400000,3
36681395,0,1998,344360,489,33,18721,6.9,30000000,18310591,2
68354637,152403511,2007,425812,175,1,85291,7.5,20000000,20081987,4
23474862,0,2007,8876037,11739,766,448926,8.2,15000000,56822960,4
44397438,13566874,2006,602213,626,38,26470,5.9,20000000,17807569,3
0,24851870,2012,6311664,19248,983,51736,5,20000000,17529157,4
104329638,64592246,1996,2483597,3516,317,228277,7.3,19000000,25732986,4
88372925,6009230,2005,280507,182,50,4451,6.4,20000000,18013938,1
0,362607942,1995,84640,211,7,9434,6.6,20000000,22119269,3
7756361,26543477,2004,4025357,7408,399,103340,7.8,20000000,102034104,4
4284689,16353333,2002,107907,201,21,4012,4,35000000,16988996,1
16234054,0,2007,1182910,1179,113,69478,7.6,20000000,74180745,3
42930943,0,2003,1511658,1075,99,195449,7.7,20000000,16162920,4
41527729,0,2004,149288,237,18,13353,5.8,20000000,16612072,3
18320504,0,2003,1791330,2564,103,14527,5.6,20000000,17430594,3
55639069,0,2000,3297326,7378,968,23524,5.3,20000000,18250106,3
170731996,0,1965,96971,209,12,6675,6.6,20000000,15473333,1
103958767,0,2015,4295888,11706,787,26221,6.2,19500000,30808558,3
10469235,0,2008,1305810,5631,991,76242,1.9,25000000,36720752,3
21062410,70122506,2009,1924664,5635,349,26808,5.7,27000000,23661038,3
91776617,19191966,1997,146802,64,8,24656,6.6,20000000,13801755,2
0,332615790,2011,1821054,5689,373,61515,6.1,20000000,14008193,4
873419,0,2012,3052162,3420,294,83897,6.1,20000000,33943049,3
0,18400291,2004,199966,393,12,26890,4.8,40000000,14566246,3
41491375,0,2009,3541987,3724,397,117047,6.2,20000000,13630226,4
9379170,0,1994,108031,196,8,30383,7.5,20000000,13383747,4
0,55995,2006,426186,443,30,5912,6.3,20000000,13725032,2
239839671,57219513,2002,60036,71,7,24363,7.1,30000000,26348203,4
5289101,239839671,2005,292625,311,21,70422,6.6,22000000,15466961,4
19457982,96901,2002,4074643,28810,359,22553,6.2,20000000,12398628,4
6525253,231931,2008,180354,298,27,62214,6.7,20000000,29843245,3
15438666,36714400,2009,2061566,6562,246,23449,5.6,22000000,12200000,3
47071889,0,2010,5480721,7900,968,96029,7.2,20000000,28270399,4
18400291,15666290,2008,881167,3183,412,81186,6.4,20000000,30894247,3
0,26019097,2005,75986,90,8,13805,7.1,20000000,27836366,4
3405502,0,1999,98240,159,4,16589,6.1,20000000,10570375,3
122792643,0,2015,5577630,10800,749,74091,6.6,20000000,32632668,4
81475107,0,1996,337002,859,33,31101,6.8,20000000,34600000,4
34953170,0,2007,1940752,2528,334,92437,7.4,9000000,48977233,4
10716632,79943701,2007,462280,795,27,61117,6.8,20000000,16907831,4
64962645,0,2009,653146,834,27,51666,7.2,21000000,8855646,3
56198494,4182711,2004,841170,14767,463,25924,1.9,20000000,9016422,2
49706392,137308171,2005,27874836,327165,19677,22384,5.5,33000000,10393696,3
23624448,0,2007,241323,141,25,9919,4.5,20000000,8135024,3
0,11986516,1969,19675,38,6,3609,7,20000000,8000000,1
43566286,91270251,2006,52302550,349676,32495,3906,2.8,20000000,28058652,1
15314525,144280160,2013,832796,4063,1009,8164,5,20000000,16723377,3
13015272,4031529,2008,245731,784,239,8653,4.3,12000000,7022183,3
1090380,49068174,2013,1817946,8431,530,61598,5.6,20000000,18273009,4
4407888,15295201,2003,458591,877,45,15418,6.2,22000000,6882696,3
41882872,95522376,2008,359798,207,16,19013,5.3,20000000,6947084,4
10416959,0,2015,5920295,21803,1187,17939,7.4,20000000,17684355,3
0,210045800,2011,3360075,5974,246,84216,6.5,15000000,14807531,4
39628091,362607942,2006,689178,2191,53,92292,7.1,8700000,7405084,4
82109392,32501079,2012,312073,888,55,25944,7.2,20000000,8300821,2
21541,0,2005,311061,213,144,38272,2.3,20000000,8178569,4
0,85537750,2004,1050533,6824,673,30388,6.1,20000000,14603001,4
176190574,80842687,2014,2877015,3313,243,49990,7,20000000,6071433,4
4710939,0,2008,101107,97,2,7096,6.5,20000000,4453327,4
6525253,15508672,2008,187407,287,13,14819,7,20000000,4504111,3
0,138187030,2007,269090,720,15,49615,7,20000000,4000000,4
134307331,0,2012,1629627,1719,160,29852,4.9,20000000,25361206,3
0,25070635,2008,181851,234,14,42699,6.8,20000000,5531756,3
69919865,0,2008,71850,107,6,60103,7.5,21000000,3000000,4
26396617,44397438,1997,1896767,7796,207,239210,8.4,2400000000,150350000,3
532028,27581909,2005,62421,53,2,44268,7.4,2000000,5313608,4
3458577,999,2015,2900769,10198,1886,603,6.8,20000000,35185884,0
0,9493452,2003,144748,270,13,4555,2.8,20000000,1646664,4
217742101,86116,2002,1374080,2610,133,269488,7.5,20000000,5345869,4
13740895,0,2008,96131,135,7,8289,7.1,40000000,8221700,4
144799396,60754126,2000,41762,47,4,16601,6.4,24000000,2282710,4
0,12179916,2012,57917,78,531,14262,6.5,20000000,1065907,1
85343206,0,2015,1260385,3648,446,11592,5.2,10000000,3727746,4
82109392,68062699,2005,74283,46,1,2691,6.2,20000000,375474,2
10025604,770663,1994,92286,162,5,3969,6.4,20000000,305070,4
18104909,0,2010,1608942,1924,553,13335,5.1,20000000,6093725,3
16450416,0,2002,1288627,7618,2478,10033,5.5,22000000,5694213,4
0,5449922,2010,1303352,1748,261,6388,5.4,20000000,277515,3
0,59946672,2007,1762932,3652,279,1492,4.6,13000,5918742,3
40311790,2816289,2008,789262,421,43,5233,6.2,25000000,22139590,4
226690486,35820116,2012,890894,806,394,5400,5.8,20000000,34454631,1
0,64962645,2016,3929184,3745,774,7693,6.6,20000000,4754517,4
18807833,17183190,2015,23772091,49860,3895,23719,5.6,20000000,130307,3
5289101,0,2013,3032029,4999,320,45756,6.4,27220000,5617460,4
0,1721284,2006,52753,144,5,80143,7.5,19400000,15118795,3
0,5208748,2008,786757,1021,60,30673,7.4,20000000,16498827,4
112100478,0,1990,273779,496,29,195309,8,22000000,424200000,3
16450416,0,1989,424656,580,17,31320,6.8,19000000,58571513,4
0,5209162,1996,2444713,8714,953,230275,7.2,15000000,173046663,4
52121355,0,2001,972755,1237,119,67317,5.5,20000000,41601840,4
100178274,0,1980,6302316,10920,646,650049,8.4,19000000,44391156,4
23360326,2887915,1985,2929203,13032,262,781206,8.5,19000000,385524862,2
152387163,0,1999,289280,588,31,46405,5.6,19000000,65090541,4
41179538,0,2009,1364170,8292,231,8503,4.2,13000000,51733921,3
89839362,8989502,2010,2035787,23961,1024,81159,6.1,19000000,49858465,3
45187447,0,2003,1940898,1658,104,59139,5.4,18000000,101564935,3
79330896,0,2011,1319059,2406,205,55014,7.1,15000000,1357042,4
5792276,614723,2000,216374,133,5,2973,3.7,19000000,15911332,1
42696218,0,2010,294043,541,29,95823,6.5,20000000,56445534,4
0,79996,2001,3631910,15895,400,451573,8.6,19000000,274949886,2
49068174,80045696,1984,1535254,2509,475,18793,7,25000000,8613462,2
12073602,0,2013,5118075,20715,541,105006,7.6,19000000,76086711,3
4010612,0,2008,478460,89,24,74545,6.5,19000000,10412485,4
0,23563719,2010,2257057,8625,446,75119,6.5,19000000,25893485,2
0,744,1964,232279,299,44,6415,6.7,19000000,4750000,0
42044106,0,2011,10244102,8838,810,45143,6.3,23000000,7576604,4
161180668,0,2005,15497456,51858,2501,84209,6,19000000,109175673,4
5289101,0,2002,1183444,1521,63,148774,7.7,19000000,22184735,4
47161630,42994657,2005,912103,970,111,80684,6.2,15000000,47751015,4
104642616,102228742,1998,2795549,4291,125,220902,7.7,18500000,13711903,4
13576338,0,2009,482969,926,143,97085,6.4,18500000,32679264,3
27098853,0,2014,34629898,149508,6731,232295,6.4,18000000,270944428,4
36465685,10308484,1994,3147760,5373,926,277893,6.9,18000000,351620129,3
57619771,0,1988,6010111,17593,506,159099,7.3,18000000,151668774,2
41647529,0,2006,224671,829,279,305881,7.3,18000000,128400000,4
0,3801207,2001,1781473,3718,205,137933,6.2,18000000,141809235,3
10177,226690486,1984,333906,572,12,61227,6.6,17000000,87000000,2
0,19046137,2005,6922595,6902,687,99934,6.7,20000000,144529078,3
1970295,15232189,1999,236156,213,25,61180,5.7,17000000,92935067,4
5289101,1934925,2014,7135374,13551,2695,26458,3.1,16000000,20769209,3
28362289,23624448,2004,192529,557,83,10877,5.7,18000000,64955956,3
44397438,33780674,2003,2377302,5454,475,115877,7.1,18000000,77147031,4
119637182,0,1997,330787,470,38,189230,7,17000000,67683989,3
0,11869014,2016,9386881,15554,1107,19878,6,18000000,52069651,3
8701793,0,2011,6885996,10422,804,19641,6.6,21000000,73695194,2
62940472,5588216,1987,901631,2290,73,301666,7.8,15000000,98267558,4
12131586,24880637,1984,271296,857,20,287352,8.3,18000000,51973029,4
0,12078948,2008,3626493,3517,447,28405,3.9,20000000,57193655,3
0,17767513,2001,256978,166,12,67074,7.3,19800000,41300105,4
0,5289101,1986,256501,335,9,27895,6.3,18000000,41382841,3
0,54947985,2003,3487399,8484,581,37921,5.3,25000000,62646763,3
23121740,106585059,1989,550073,730,30,105022,7.9,18000000,3560,4
5723556,0,1996,310835,420,18,30448,5.3,18000000,26936265,3
27098853,8868856,2009,1077464,1652,165,53600,5.8,18000000,27148898,4
62940472,0,1984,10099722,2674,1889,63711,5.8,18000000,26400000,2
64962645,0,1980,238667,575,15,246048,8.2,18000000,23380203,4
100912630,0,2009,4117908,4143,304,26338,5.6,18000000,36133014,3
5148805,10593838,1985,121654,21,5,15451,6.8,18000000,19739000,3
22701467,0,2009,1262094,1078,150,16871,6.6,18000000,80227619,4
23435677,0,2000,60158,43,1,32045,6.7,18000000,29934477,2
39767901,0,2015,5009071,14529,815,12582,5.7,17000000,42167286,3
0,135231,2004,51218,117,12,8166,5.2,18000000,16959614,2
23392420,0,2001,646809,1154,27,39773,7.5,18000000,23889158,4
32026982,0,2015,16561653,42309,5621,112436,7.2,30000000,35579007,4
0,345023,2009,6487293,8340,630,29107,5.3,18000000,14800000,3
10332844,0,2009,1669279,3917,178,66382,6.5,18000000,19685588,4
4466666,7194096,1981,8193264,16856,852,1437,5,18000000,13400000,2
5864146,152387163,2001,87096,65,2,24467,6.1,18000000,13123070,4
58368048,0,1981,1902229,3495,104,29803,7.4,18000000,13747234,4
1139651,0,2013,4880573,12340,530,20245,4.4,18000000,11813989,3
23392420,0,1997,1470314,4034,364,47662,7.5,18000000,16011975,4
27872684,0,2014,734935,1124,121,9757,5.8,18000000,17360801,3
0,90746064,1989,98444,129,7,7669,5.5,18000000,7190505,2
17767513,0,2004,72513,48,6,10852,7.1,18000000,14488705,4
7077825,8734750,1986,35076,28,3,114711,7.1,17000000,31691649,3
20717113,0,1981,1252058,2175,450,11356,6.7,18000000,6000000,2
0,7077825,2009,87888,164,6,15714,7,13000000,15696146,4
104642616,8734750,1994,842030,1914,31,146191,7.9,18000000,5828466,4
0,191730878,2013,473207,792,55,33458,6.9,18000000,14189810,3
47244798,3542692,2007,399921,451,20,38706,7.3,20000000,5600000,4
82109392,19046137,2008,1166939,1407,84,200857,7.3,18000000,27794339,4
16973,2637761,1982,53846,195,10,2640,3.5,20000000,5675599,2
5710830,105604300,1996,626396,1174,55,31295,7.8,18000000,4870880,3
69232071,62176645,2016,5446648,14686,765,52231,6.7,18000000,6841142,3
23435677,55639069,2003,969005,1012,64,25988,6.4,18000000,13203044,4
12585914,35579716,2013,706310,2548,132,29841,7.1,18000000,23910210,4
3881176,2143920,2009,421895,516,26,55698,7.8,12000000,25727044,4
35196262,49228092,1986,124988,294,7,10735,5.9,2700000,3500000,4
13903580,155410374,2002,65201,79,7,27214,7.2,18000000,676698,4
