Actor1_Rev,Actor2_Rev,Year,YT_Count,YT_Likes,YT_Dislike,IMDBVotes,imdbRating,Budget,Revenue,Rated
106585059,86959802,1995,8115576,34771,1296,83991,7.3,53000000,159387195,4
218238397,114287529,2006,1826229,4609,87,355003,8,55000000,307325633,3
0,27296332,2005,891389,1082,66,130629,6.2,55000000,214392904,3
27872684,0,1994,393005,1291,46,38095,6,55000000,212200000,4
5289101,0,1998,492538,787,33,97312,6.7,55000000,198750909,3
39767901,117777459,1999,143965,261,17,58400,6.4,55000000,98699769,3
0,55956848,1992,140803,317,6,82221,6.4,55000000,149022650,3
54210376,20660375,2000,236567,23,1,100299,6.6,55000000,71189835,3
53252595,3091398,1996,28420,27,1,41967,6.4,55000000,122079192,4
36465685,0,2011,6243423,5791,604,70563,6,55000000,68100000,2
72968389,10910584,2008,302843,246,21,90187,6.6,55000000,129075270,3
20660375,97261285,2013,2569748,6055,610,18848,5.9,55000000,110387072,2
0,20112518,1996,113502,102,7,29936,6.3,55000000,151947179,2
64962645,70122506,1998,17486577,42354,1944,149063,7.3,55000000,70692101,4
27872684,13903580,1996,532715,625,178,47582,6.8,55000000,38564422,4
18045247,0,2014,7350092,9161,892,53667,7.2,55000000,259541430,2
0,60879424,2012,12902141,62718,9674,107285,5.7,68000000,67130045,4
88956281,102228742,2003,428178,429,45,37012,6,55000000,34195533,4
80045696,9373570,1999,6776937,2658,503,27973,6.5,55000000,34105207,4
136623867,6525253,2003,5159171,21953,300,45598,5.8,55000000,63537164,3
33190637,97261285,2008,1621897,1389,148,68713,5.8,55000000,33370443,4
80312456,231173787,2012,1522699,1966,171,37959,6.7,55000000,31051126,2
0,17302659,2008,467575,746,27,204795,7.8,55000000,113805580,4
9024615,78297584,1996,667145,2137,60,41634,5.6,50000000,60209334,3
64962645,19457982,1996,45913156,286588,24733,39612,5.8,55000000,18582965,4
82109392,0,2004,143728,559,18,99942,7.3,70000000,51193556,3
0,3565193,2003,187228,295,9,13519,6.3,56000000,12923936,3
8868856,0,1997,1691917,90422,622,9217,4.8,71000000,11532774,4
117777459,40445332,2009,2100672,26092,432,10831,5.6,55000000,16123323,2
13576338,75991495,2014,7095609,16821,1722,25555,6.4,50000000,79312301,2
1940807,0,2004,1740091,400,48,11396,4.2,57000000,28231444,2
0,38069670,2004,147268,178,10,64186,7.7,47000000,69759296,4
8188229,0,1962,1383501,2415,151,71354,7.6,2000000,9250000,0
53918831,3260424,2002,23557,34,4,20320,5.3,55000000,1807990,4
19457982,7582369,2002,929560,1824,78,165154,6.7,54000000,82000000,4
218238397,0,2008,726835,1457,58,242603,7.7,55000000,166617328,3
53918831,42575767,2012,3783463,6744,426,40480,5.7,55000000,22597969,4
16450416,0,1990,363792,64,1,283705,7.6,54000000,66520529,4
121024732,0,2005,1643330,5273,93,59880,6.4,57000000,50719373,3
20660375,0,2006,141869,32,19,70103,5.6,54000000,75604320,3
86959802,11864317,1980,1589668,1752,107,80068,6.8,54000000,108185706,2
148995615,16803857,2003,736268,493,287,42348,2.4,54000000,7126002,4
49706392,0,2000,241889,24,2,59952,5.9,46000000,70334258,4
0,9379170,1997,1378533,3077,146,91073,7.1,50000000,139801290,1
0,152579280,2001,303226,1192,28,229521,7.6,52500000,179209685,3
58368048,21375117,2001,82560,44,5,21738,5.5,53000000,54207112,3
104642616,62176645,2015,17084225,50445,2107,132452,6.9,53000000,98837872,4
11804572,2344730,2006,970733,1834,280,103853,7.1,90000000,63657941,4
133746607,82109392,2009,3801234,6251,173,226644,7.4,50000000,131159781,4
53252595,0,2007,822483,2827,95,158621,7.6,53000000,50187789,4
0,7086507,1998,287220,571,287,6197,5.9,55000000,124405,4
0,103691716,2007,3496870,7482,310,18558,5.9,55000000,6521829,3
220027943,57619771,2002,1877972,1400,41,572809,8,52000000,355612291,3
105108661,84213,2012,4768334,5801,1286,224741,7.4,40000000,134612435,4
60879424,0,2006,545928,2835,56,105534,5.8,52000000,118683135,3
48837028,151234685,2005,165153,346,21,67706,5.1,50000000,109848461,3
34934288,63523102,1998,387087,1221,42,143602,7.6,52000000,97709034,4
161180668,89839362,2011,2661759,3881,202,140866,6.3,52000000,37000000,4
36465685,8505546,1999,494042,1091,42,103303,7.4,52000000,47407635,4
64962645,0,1995,873402,1345,50,353795,8.2,52000000,110400000,4
58368048,13740895,2010,599348,552,206,100126,6.5,52000000,53139168,4
45727149,151234685,2003,1393567,1645,137,42945,5.5,52000000,23020488,3
36465685,0,2000,1623884,2453,100,191745,6.5,51000000,560525,4
85090007,0,2006,125261,174,23,22056,5.6,51000000,118583844,2
119637182,117777459,2001,1312645,1117,189,490357,7.9,60000000,491812794,2
136623867,0,2011,6392403,10238,390,206406,7.1,50200000,126931325,3
112100478,78297584,1991,233694,410,28,150522,6.9,48000000,390500000,3
183502020,9373570,1996,520571,93,4,197608,7.3,50000000,274000000,4
144799396,0,2012,50986717,175110,9706,490730,7,50000000,556016627,4
100178274,0,1997,646572,14,0,231740,7.7,50000000,314111923,3
43834938,30215910,1998,762302,2073,74,83335,6.7,50000000,202173000,3
33190637,122063724,2013,7222869,18297,1697,137367,6.3,50000000,76820043,3
68354637,0,2002,1025767,216,27,114681,5.8,50000000,126203320,3
4174872,0,2011,1929100,3433,192,296904,7.1,50000000,126975169,3
0,15091305,2000,384789,322,31,140297,7.3,52000000,257805243,4
0,136558130,2003,2252831,2107,52,164821,6.4,50000000,105765605,3
114847164,96576880,2014,8600067,68179,2474,273994,7.1,50000000,154295930,4
85343206,21541,1994,876231,2678,77,249045,7.6,60000000,223564608,4
36465685,0,2008,945163,1924,89,280410,6.8,70000000,225990976,3
71395927,101005947,2016,23235716,100336,2692,89904,6.3,50000000,217196811,3
0,101751186,2014,14379582,39269,1695,108596,6,50000000,203502372,2
106585059,12837432,2006,908086,913,34,282359,7.6,45000000,185798265,4
49068174,79746301,1999,600367,277,14,114893,7.1,50000000,59736,4
0,7629255,1995,23860195,148209,5586,35730,5.1,50000000,152022333,3
5289101,44969482,2009,3363103,4699,325,192747,6.2,50000000,186450317,3
136558130,0,2006,1464397,1055,102,60456,5.6,50000000,128402901,3
122063724,62520766,2011,4169520,7137,272,392586,7.4,50000000,83300000,3
6089154,0,2004,5114644,44345,1210,62329,5,35000000,208094550,2
15245929,0,2004,637305,600,81,30318,5.2,60000000,96469187,2
85343206,114847164,2011,452025,628,33,294535,7.6,50000000,111300835,3
31359653,0,1995,8121140,10038,982,93291,6.6,50000000,67823573,4
5982169,0,2014,10042309,26884,947,210289,7,50000000,80432029,3
71395927,0,2009,1414563,2074,86,44918,5.7,65000000,105103783,2
0,222356540,2005,4250078,11516,602,827588,8.2,54000000,130214162,4
54210376,20660375,2003,227495,12,0,84771,6.2,50000000,88316835,3
0,33190637,2006,2699483,161,50,13188,6.6,50000000,71052604,1
0,115927416,2005,460393,581,46,37843,4.8,50000000,144110682,1
27872684,80451316,2001,518703,543,22,41448,6.3,50000000,54218420,4
292860121,0,2013,9144630,23499,1500,165968,6.1,50000000,55000000,4
0,179834133,2002,41877927,13667,7372,65566,6.7,50000000,119114494,4
45918157,42696218,2011,14319178,20407,1750,201124,6.1,60000000,146195159,3
15659569,104329638,2005,191081,187,13,112403,7,50000000,92690959,4
60205982,70749758,2016,12217978,22755,2556,73588,7.3,50000000,37978162,4
97146231,0,2014,2601849,9006,485,49565,7.3,50000000,97651543,2
184932277,0,2006,246887,173,14,50994,5.8,50000000,82751189,3
92808535,86959802,1997,113218,136,8,40819,6.7,50000000,50068310,4
27872684,42930943,1997,14922017,217946,7104,275330,7.8,50000000,8758154,4
0,80451316,2006,6904631,19156,954,179808,6.6,50000000,94704227,4
9024615,86959802,2000,134929,215,9,49744,6.5,50000000,50054511,3
55639069,0,2012,4758408,10656,455,176610,6.7,50000000,236799211,4
49706392,17186911,1998,483142,423,33,110922,7.3,50000000,49105766,4
276050087,0,2014,8675331,18088,1584,55890,5.8,50000000,156602194,3
117777459,11544431,1994,226662,162,5,63063,5.5,55000000,119180938,4
362607942,41881203,2014,6079176,14145,651,144811,7.4,50000000,76119388,4
104329638,0,1997,283125,19,6,47580,5.9,50000000,62967368,4
106585059,0,2003,13291109,16260,892,47576,6.5,50000000,55489826,3
3091398,239839671,1994,59880,85,8,18720,4.4,50000000,38590458,4
220027943,5575021,2000,616297,835,50,184251,6.6,50000000,39778599,4
0,11869014,2004,79175,70,4,31748,6,50000000,49928680,3
15119434,38780845,2009,14762885,71873,4177,59700,6.4,40000000,62209892,4
112100478,0,1999,8361016,12517,5943,26755,6.5,50000000,46112640,3
20660375,0,2010,1835622,1646,556,11724,4.2,50000000,89895930,2
0,30186616,2010,1602037,1671,99,82149,6.5,50000000,105246941,3
0,59946672,2002,449492,437,18,45020,6.1,50000000,56643267,4
40291655,38069670,2007,951097,1768,541,89293,6.2,50000000,80583311,4
55956848,0,1999,224811,968,27,18854,5.9,50000000,27100030,4
0,12496279,2013,6068543,20211,1334,95852,5.9,40000000,92618117,3
58368048,0,2003,114638,292,14,51264,6.5,50000000,42598498,4
92808535,101854141,2002,37374,27,3,35640,6.4,50000000,26200000,4
12837432,0,2009,6063711,44968,2077,81541,6.5,50000000,53850527,4
0,14678471,1999,543647,7065,116,134099,8,70000000,31333917,2
91776617,20660375,2004,814238,1443,72,145628,7.3,50000000,34806726,4
136558130,0,2016,8342449,20778,1085,27804,6.9,50000000,23152062,4
88956281,23624448,2005,321589,409,20,20204,5.4,40000000,22099706,3
5982169,58415215,2015,8763366,17261,732,81114,6.6,50000000,66961644,4
9932050,14824547,2007,336096,257,8,196488,7.7,25000000,56077088,4
54654188,0,2005,3377772,4399,198,65241,5.8,50000000,41982227,3
30560590,0,1999,25447,39,1,57241,6.4,390000000,14271297,4
42985605,0,2011,623859,1098,60,87150,5.6,49900000,26121638,4
372774112,0,2011,4127356,3738,353,48309,6,55000000,41642166,3
58368048,31359653,1997,226032,1198,20,16924,6.2,50000000,10561038,3
0,152878928,1995,754750,817,94,12372,5.2,50000000,10359006,4
0,29035001,2005,300897,415,66,59117,6,50000000,22969202,4
5771212,0,1995,51054,32,5,9519,5.2,50000000,9812870,4
82109392,0,2009,5160944,7541,610,115977,5.8,50000000,42002029,4
14932715,0,2013,4641612,13850,928,71173,6.2,60000000,60282876,3
43834938,81475107,2002,235280,10,0,35362,6.4,55000000,8374062,4
3329,1753220,2016,6368663,27947,1926,47026,4.8,50000000,29782560,3
20660375,10297084,2004,110539,76,9,16178,4.9,50000000,6626115,3
115046022,0,2000,69500,118,10,8198,5.6,50000000,6291602,4
5289101,0,2011,7168515,6932,1303,83911,5.5,50000000,41042583,4
0,14035944,2009,3062719,1540,883,20267,3.7,18000000,8646753,3
72968389,0,2001,13600389,163584,3418,80703,5.9,49000000,72689126,3
18509407,17304481,1990,294940,473,33,14742,6.3,40000000,20423389,4
102228742,8277430,2000,2949584,13815,330,174656,7.6,48000000,208300000,4
184932277,180397435,1989,374050,47,2,544143,8.3,48000000,474171806,3
83291712,90863543,2015,21180429,61528,2903,185399,6.9,49000000,105002056,4
106585059,0,1999,848155,633,52,125137,6.7,48000000,151463090,4
1144,0,2006,2551812,2850,500,1289,4.6,1500000,112610386,0
104329638,144799396,1999,807924,781,56,141660,7.1,48000000,107752036,4
72646320,20714321,2015,5839018,13446,877,46589,6.5,50000000,1314609,4
6089154,0,2001,121963,153,18,95624,6.4,48000000,86607223,3
17186911,101324047,2001,552009,1079,49,154323,7.4,48000000,50040205,3
0,87210690,2001,692538,1400,30,67236,6.4,48000000,47095453,3
57219513,0,2000,867520,1262,73,84220,6,48000000,90376224,3
13130548,18740,1984,89139,167,7,13110,6.5,58000000,25928721,4
101365680,217742101,2007,279621,325,16,246193,7.7,55000000,53574088,4
104329638,0,1998,174918,266,9,73594,7,48000000,77562568,4
36465685,23121740,1996,760188,995,64,126526,6,47000000,102825796,3
31182463,71584432,1990,214035,510,20,49094,6.1,100000000,162738726,2
5864146,0,1999,89529,166,0,75162,6.8,48000000,14000000,4
0,41882872,2001,223223,306,28,23202,6.5,48000000,29781453,3
53918831,2098084,1982,2202084,3299,204,179576,7.7,14000000,125212904,4
104329638,0,1972,946534,875,147,69198,6.2,1000000,14970038,3
52684934,0,2006,238492,284,47,8838,4.5,47000000,151873410,2
0,34805278,1996,245606,267,12,12213,5.8,47000000,12900000,4
0,99925140,2001,591779,375,43,48834,5.7,48000000,93008426,3
16450416,22081725,2002,533944,516,45,227479,7.2,46000000,113622499,4
7558994,0,1996,139194,166,4,100938,7.6,45000000,150000000,3
191730878,34805278,2010,586125,717,127,47102,4.7,47000000,11022696,3
106585059,0,1996,413223,362,13,41915,6.6,46000000,100833145,4
36465685,0,1997,1940742,8004,380,230584,6.8,45000000,302710615,3
42957951,0,2016,3883084,10549,338,40580,7.1,25000000,18329653,4
3694920,0,1981,243321,639,47,513,2.7,48000000,4408636,2
112889565,0,1994,470910,898,79,62659,4.8,45000000,358500000,2
5982169,0,2012,16565191,39430,1693,247834,6.3,45000000,139852115,3
0,239839671,2000,1408208,3642,96,144714,6.2,45000000,213420951,3
57219513,132569239,2008,625211,752,76,89856,5.8,45000000,101653320,2
0,106585059,1993,471050,349,24,62063,6.6,45000000,187995859,3
0,88956281,1994,79250,116,5,47638,6.7,45000000,117615211,3
100178274,78297584,2007,4612529,8999,682,192251,7.4,45000000,174810815,3
184932277,0,1992,544395,981,398,84211,6.9,45000000,178100000,4
87210690,37667610,2013,23874791,172490,3725,422689,8.1,46000000,113402302,4
106585059,1139651,2001,806093,1454,268,319975,7.7,45000000,104505362,4
15245929,0,1999,8488007,74374,1524,127309,7.3,45000000,90523726,2
86667042,0,2011,9185183,20719,1460,77043,7.1,45000000,160971922,2
19457982,17472666,1998,3877503,15667,515,199369,7.1,45000000,131237688,4
49706392,111787164,2005,2018796,1956,65,96728,7.2,30000000,76665507,3
148995615,49706392,2002,286746,135,15,59172,6.5,45000000,66790248,4
0,28362289,1997,3402767,3537,1202,76579,4.7,45000000,136998907,3
0,1226045,2000,587460,127,10,93042,5.6,45000000,113916474,3
12194110,17202618,2003,707799,2260,40,336303,7.7,45000000,247950247,4
104642616,0,2001,663862,1507,97,128898,6.8,35000000,68712365,4
53918831,0,1994,817236,1303,89,51994,5.5,45000000,57362581,4
112100478,0,1996,57578,55,0,39086,6.3,45000000,75854588,4
33190637,41881203,2005,284696,306,19,30837,5.6,45000000,52580895,2
10615259,0,2005,2285717,7427,212,161188,6.8,50000000,51019112,2
40256138,0,2004,518530,719,77,9573,4.3,26000000,48563556,2
0,13855384,2007,867661,2237,105,157018,6.3,45000000,146162920,4
68354637,0,2014,11362100,24570,2327,92429,6.5,40000000,127990741,3
0,22077597,2006,789276,679,41,22301,6.4,45000000,43343247,3
0,36681395,1994,461024,222,21,33893,6.3,45000000,94215000,3
14297871,9377224,1995,215806,615,31,21536,5.9,45000000,35627222,2
0,54459400,2012,914922,1700,128,107229,6.5,45000000,80594860,4
53975510,0,2003,2173723,3747,128,118307,6.1,35000000,163126676,2
0,5289101,2006,201578,178,41,30964,5.9,50000000,49610898,2
0,14969414,2007,732189,750,89,94571,7.4,45000000,29367143,3
0,220027943,2008,2762937,2457,86,158472,7.3,35000000,79564960,4
55956848,15666290,2006,252418,325,30,114933,6.6,52000000,36900000,3
108476005,0,2008,441200,392,50,83744,5.6,70000000,22489779,3
3091398,20460644,1996,122585,148,8,15885,5.3,45000000,36404841,4
115927416,0,1996,167570,256,12,25508,6,45000000,20133326,3
1323796,4088072,2009,1774882,1935,366,17291,5.4,45000000,59551283,2
0,3067618,2001,353029,344,20,43945,6.8,45000000,29406132,4
74334656,0,2012,6813456,17817,1872,211563,7.1,35000000,41467606,4
5311,0,1996,3706494,5264,341,28303,4.9,45000000,17220599,2
136623867,18647158,2000,314046,266,37,11637,5.8,57000000,18120267,3
80045696,0,1995,1726127,6804,803,24653,7.1,50000000,34668249,4
152579280,0,2010,69904,75,7,136350,7.2,45000000,65532491,3
1801404,0,1998,149842,66,4,27333,6,45000000,11203026,4
32485935,27392934,2008,272814,181,21,15989,6,45000000,7756328,4
45727149,0,2006,314124,423,29,37237,7,45000000,75566773,4
5289101,13904626,2008,183186,73,7,49332,5.4,40000000,46598133,4
15245929,0,2002,806893,2684,142,17692,6.5,40000000,8488871,3
39883121,0,2007,364094,801,25,19646,6.4,45000000,31077418,4
35196262,90764715,1997,6214,5,0,3871,4.9,45000000,2154540,4
21006289,20556776,2011,2086918,3856,132,92737,6.3,45000000,164539660,2
35196262,0,2012,1082186,3133,7993,5259,1.7,65000000,73706,2
148995615,42957951,2012,1285999,2195,329,473162,7.7,44500000,227140757,4
184932277,88956281,1993,296834,415,22,220483,7.8,44000000,353715317,3
82109392,0,2010,1831449,2748,534,100500,5.5,40000000,135808837,3
10716632,26396617,1996,2145466,9606,465,159283,7.6,44000000,165600852,4
53918831,2098084,1985,5491984,4210,637,122458,6.4,44000000,300400000,4
0,5792276,1996,308034,248,23,14417,5.6,44000000,22730924,4
21120617,3129906,1940,526055,965,78,95662,7.5,2600000,352135,0
0,24971492,2006,2923108,6159,342,164141,6.8,50000000,113417762,4
15580079,0,2015,10885006,36706,2010,36351,6,40000000,33175076,3
180397435,111787164,2000,427715,512,13,74507,7.3,43000000,80013623,3
72968389,78297584,2005,1217225,3235,164,87814,7,45000000,49037621,4
0,63078756,2002,1094384,23,0,47291,5.1,43000000,63078756,4
183502020,0,1993,373356,86,12,92644,6.8,42000000,270340892,4
53547481,13229433,2010,8985339,31125,807,49487,6.5,44000000,31136950,3
41491375,58346823,2011,10386772,32443,1130,127168,6.6,40000000,76347393,4
114847164,96576880,2012,2357321,8020,581,426910,7.2,42000000,134000000,4
0,80312456,1999,899884,893,46,213803,7,42000000,363728226,3
473745,0,2000,167867,261,24,146190,7,45000000,227793915,1
0,1504429,1963,320885,259,21,22429,7,31115000,71000000,0
85090007,0,2012,4953401,9496,511,76142,6.4,42000000,73239258,2
0,78297584,2002,168811,81,13,31386,6.3,42000000,63781100,3
0,101324047,1996,337751,549,19,11860,6.5,42000000,41267469,3
13130548,1097889,2002,257924,504,25,65556,6.5,32000000,56438555,3
42487029,0,1989,252906,598,16,76753,6.6,32000000,156167015,3
0,152878928,2011,14839319,22724,4122,94427,5.4,42000000,91678442,3
64962645,19619107,2001,237254,160,16,43465,6.1,42000000,24160216,4
5289101,0,2005,1686233,2255,111,254426,7.6,50000000,60437727,4
72968389,0,2002,8518372,26436,5619,153464,7.9,31000000,177535958,3
0,2547793,2012,2870307,776,59,35408,5.3,40000000,36197221,3
0,27098853,2014,11722466,31806,2178,258395,6.6,44000000,12342632,4
4661252,0,2010,3286820,20362,269,22853,6.3,45000000,5664251,4
6567865,0,2009,340403,592,17,25369,7.2,27000000,11756922,4
16306032,0,2002,4956665,21370,443,197953,7,41000000,116638030,4
72457700,42899917,2001,157693,8,1,141775,6.9,65000000,55001689,3
54210376,17893515,2003,716289,637,56,31254,5.2,41000000,22108977,3
55956848,4284689,1999,2603012,3704,198,736969,8.1,40000000,672806292,3
38715291,0,2012,227335,683,33,128385,6.6,42000000,45688337,3
49197301,18400291,2011,2086555,1774,184,35888,6.2,41000000,7684524,2
1509456,8378898,1984,21001312,23781,2815,134466,7.2,8000000,351774938,2
217742101,122792643,2013,10272024,11590,1037,373268,7.3,40000000,257878294,4
0,161180668,2009,726169,1118,32,238719,6.7,40000000,314709717,3
88956281,0,1999,248511,423,22,58641,6.4,70000000,177835231,4
23360326,2887915,1989,14901866,45896,19496,361306,7.8,40000000,332000000,2
0,78297584,2014,6257239,22643,785,347499,6.4,40000000,457507776,4
0,68508475,2015,114728513,325878,42252,240335,4.1,40000000,570998101,4
136558130,0,1996,638041,957,45,104611,7.4,40000000,152266007,4
39767901,0,2003,858294,884,61,78324,5.8,40000000,190212113,2
144799396,54459400,2013,19247531,42825,3414,215986,7.6,40000000,149804632,4
57619771,0,1992,464355,593,40,74650,7.2,40000000,132440066,2
51163383,0,2016,31714849,94854,5183,129881,7.4,40000000,102461593,4
107530576,0,2010,10874801,23535,1247,504916,7.7,40000000,224922135,3
0,5556744,2009,4048866,5778,166,136058,6.4,40000000,93800000,3
23360326,2887915,1990,684374,1848,33,302460,7.4,40000000,244088654,2
33190637,101005947,2015,17238954,43434,2412,92263,6,40000000,106511453,4
84240911,184932277,2013,3154052,10236,317,68795,7.5,40000000,95001343,3
36465685,101854141,2014,32888253,85689,5710,103082,5.7,35000000,156553592,3
54654188,269623,2006,1023805,3205,68,51045,7.3,40000000,120612565,2
64962645,0,2015,15508387,31197,2099,155998,7.1,35000000,197232734,3
41016147,0,1992,390929,552,39,118687,7.8,40000000,75505856,4
133746607,0,2004,11507765,42473,2648,114021,7.7,40000000,75236415,3
10621434,63351833,2008,969939,1295,83,130536,6.6,40000000,150886329,3
98867410,0,2009,1382197,112,8,171212,7,40000000,71300000,4
0,18400291,2001,669965,838,66,112433,5.9,40000000,70836296,3
0,51354899,1991,5333205,20508,1089,118213,8,40000000,205400000,4
65098309,0,2006,1129570,1756,191,33243,4.6,40000000,70121252,3
85343206,0,2001,2574285,35109,1273,89952,6.1,34000000,145238250,4
14590729,185438609,2014,11293694,36255,1635,112334,7.2,65000000,163527824,3
53547481,0,2009,2112559,6128,145,151292,6.4,20000000,64087443,3
93286,0,2009,1024639,1509,102,78441,5.2,40000000,187384627,4
16707767,32262053,2015,7830972,15739,684,213475,7.6,40000000,162610473,3
20660375,86959802,2001,460713,346,85,89077,6.4,40000000,58767833,3
13130548,0,2004,393966,424,40,36859,6.1,50000000,57825111,3
195533,7875922,1998,1355159,2575,132,79638,6.1,40000000,71743823,3
3144626,42994657,1997,3142123,13429,1031,54391,5.2,40000000,87949859,4
63523102,873419,2002,649897,205,10,108510,7.7,35000000,75389090,3
136558130,0,2011,5742191,2492,138,179659,7.3,40000000,87145086,4
5982169,0,2011,3959956,8255,664,216681,6.9,30000000,136123083,3
87210690,217742101,2006,512465,223,20,892251,8.5,40000000,104407366,3
89839362,28434237,2014,6607176,13063,530,123036,6.3,42000000,39939072,4
57219513,15628041,2013,511201,836,100,21367,6,40000000,74156610,2
17290324,0,2006,2672780,4538,284,245543,7.8,40000000,121032272,4
42487029,0,1987,124475,342,9,72116,6.7,30000000,191200000,2
25070635,42044106,2010,7247407,10903,581,177336,6.4,40000000,127234389,4
64271764,0,1986,19209,20,5,8075,5.9,40000000,49851591,2
104642616,84708677,2004,845730,21,7,152444,6.6,40000000,92111551,3
9024615,0,2006,1202831,2331,64,117783,6.8,40000000,114830111,2
0,62176645,2012,2947273,6460,498,38953,6.6,25000000,55249159,2
101566392,0,2008,709325,678,20,56202,5.8,40000000,106548738,3
6274677,17030799,2014,2159307,5660,187,26835,6.8,40000000,65282732,4
136623867,21060320,1997,263254,29,5,48344,7.1,40000000,45916769,3
0,362607942,2003,592435,1226,56,91926,5.8,40000000,141484812,4
78297584,8359182,1997,414482,161,7,58877,7.2,36000000,58250151,4
180397435,0,1992,118661,107,6,17940,6,40000000,44948240,3
2866106,0,2007,618766,876,101,95954,4.7,40000000,41668854,4
13130548,0,2000,198822,392,16,20856,5.5,40000000,90717684,3
0,209703172,2011,946128,1076,60,199857,7,40000000,101162106,4
0,27098853,2012,749087,1054,153,31283,5.8,40000000,41294674,3
0,5209162,2011,716141,1737,107,107656,6.2,40000000,38176892,4
13903580,0,1991,3171668,7772,479,70581,7.2,38000000,34416893,4
0,86667042,2014,11267145,26258,7474,88842,5.1,40000000,126069509,4
222117,0,2011,8518859,15279,2425,87290,5.9,40000000,42500000,4
80312456,1204356,1999,108556,116,7,30601,5.8,40000000,53864342,3
17186911,0,2000,547726,1954,56,99287,7.2,40000000,55696705,3
0,91270251,2005,198516,509,19,37119,6.2,30000000,50071069,3
37792,33802414,2008,5391521,16757,1003,51507,5.7,40000000,49686263,3
84851658,0,2014,10135545,35590,1614,142855,6.1,40000000,86778557,4
5792276,6836241,1994,6226553,28764,2036,19315,6,25000000,31835600,3
57619771,0,2011,584786,1141,151,85212,6.9,40000000,31836745,3
0,6831712,2010,5823764,6130,278,60894,6.5,40000000,59795070,3
31871721,103088501,2005,956358,1829,65,37395,5.1,40000000,46666955,4
19457982,0,2000,444160,234,29,25726,5.7,40000000,30199105,4
4884900,11015824,2005,290413,267,11,42825,7,40000000,31670620,3
0,66385267,2000,131892,147,11,12332,5.1,40000000,40435694,4
9024615,0,2001,182589,302,17,72613,6.7,40000000,65754228,3
0,2733975,2007,152124,320,29,38156,5.7,40000000,62226214,4
64962645,13721818,1973,3358518,9004,289,71229,7.4,500000,32645,4
21060320,0,1994,108392,132,5,14176,6.1,40000000,24172899,3
64962645,0,2002,6875684,18871,1016,21816,6.1,60000000,22433915,4
13903580,0,1999,336277,487,23,11551,5.9,60000000,22365133,3
23634420,1148761,2004,378576,376,36,24172,4,40000000,46176322,3
16450416,9379170,1996,114309,123,9,17210,6.2,40000000,20278055,4
0,49864135,1995,802339,638,119,51966,4.6,45000000,37750754,5
0,17109695,2006,1023904,1602,66,83125,6.4,40000000,60862471,3
5771212,49706392,1995,145560,209,16,14613,5.9,40000000,14942422,4
53918831,0,2000,77031,180,10,28246,5.1,40000000,14551088,4
0,152579280,2012,11011595,29450,1196,154557,7.6,45000000,169590606,3
31182463,31359653,1987,203996,915,50,8875,4.2,51000000,14375181,3
104329638,0,2009,5780756,11161,744,147660,7.8,40000000,21000000,2
0,19619107,2002,191553,292,17,19932,5.8,40000000,14448589,3
9801390,0,1992,71995,121,9,18096,5.9,40000000,14358033,3
56830970,0,2004,499691,581,21,44634,6.2,60000000,35195939,4
25268680,25268680,2012,570956,1209,64,15721,6.5,40000000,25693998,2
0,1801404,1999,212355,325,12,10736,6.3,40000000,13508635,3
17472666,0,2002,370268,221,50,17500,3.3,42000000,13208023,4
58595841,132569239,2009,1660157,3621,332,36658,5.9,40000000,13838130,3
15580079,0,2015,10885006,36706,2010,36351,6,40000000,33175076,3
46279451,22977932,1980,159803,481,38,3018,4.7,36000000,7000000,2
10759369,3144626,1999,621232,734,43,24804,4.1,24000000,10717421,4
10621434,58346823,2009,1975932,1906,977,125396,6.8,33000000,17033431,4
49073571,0,2001,303629,325,9,20408,6.2,40000000,7974607,4
1052668,0,2002,43117,57,7,4893,4.5,40000000,12624471,3
70122506,0,2001,156135,166,18,15685,5.8,40000000,16172200,3
149954470,0,2007,5036547,7969,548,197929,7.3,26000000,32030610,4
117777459,0,2012,399054,1118,37,32156,5.9,40000000,20790486,3
891801,41553,2008,366635,219,327,2506,4.4,40000000,915840,2
42930943,0,2015,4995424,6014,564,30599,5.8,40000000,13644292,4
0,109238167,2006,420624,444,34,20786,5.1,40000000,20722450,2
188565799,0,2007,445003,1206,45,192068,6.9,20000000,118537627,3
15331599,0,1995,1013568,1341,225,56521,6.2,20000000,7487370,3
16265203,13130548,2007,593424,1068,806,22474,6.9,25000000,7729552,4
2913989,0,1994,472816,207,6,67350,7.3,30000000,14938149,2
72968389,40311790,2007,4827778,28869,965,23301,7.1,40000000,38899792,4
332615790,24985277,2013,4298109,9062,565,194745,7,39200000,88069880,4
16176962,0,2011,835328,2046,79,16437,6.8,25000000,1043531,2
4898282,6499125,2015,66954394,524521,31703,68642,8.3,18026148,26738000,0
0,16541108,2009,1775021,6786,138,119727,7.1,39000000,63387284,3
54654188,108476005,2001,30840857,248561,12476,282637,6.7,38000000,206512310,3
0,11604859,2012,2369197,6861,324,78006,7,39000000,81150788,2
0,20712195,2004,186485,40,7,6038,5.3,39000000,6429865,3
11864317,19340622,1983,256280,786,59,52240,4.9,39000000,59950623,2
41488380,53918831,2013,4272774,10062,443,48725,6.4,40000000,69807260,3
0,22059528,2008,1081062,1280,77,38079,7.4,553632000,119627047,4
